date,Discharge(W),Charge(W),Production(W),Consumption(W)
2020-04-08 0:00:00,0.1,0.0,0.0,0.1
2020-04-08 1:00:00,0.0,0.0,0.0,0.0
2020-04-08 2:00:00,0.1,0.0,0.0,0.1
2020-04-08 3:00:00,0.0,0.0,0.0,0.0
2020-04-08 4:00:00,0.1,0.0,0.0,0.1
2020-04-08 5:00:00,0.0,0.0,0.0,0.0
2020-04-08 6:00:00,0.0,0.0,0.0,1.7
2020-04-08 7:00:00,0.0,0.0,0.0,0.9
2020-04-08 8:00:00,0.1,0.2,0.2,0.1
2020-04-08 9:00:00,0.0,0.3,0.4,0.0
2020-04-08 10:00:00,0.0,0.5,0.5,0.0
2020-04-08 11:00:00,0.0,0.9,1.0,0.1
2020-04-08 12:00:00,0.0,1.2,1.2,0.0
2020-04-08 13:00:00,0.0,0.6,0.6,0.1
2020-04-08 14:00:00,0.0,0.3,0.3,0.0
2020-04-08 15:00:00,0.0,0.1,0.1,0.0
2020-04-08 16:00:00,0.0,0.1,0.1,0.0
2020-04-08 17:00:00,0.2,0.0,0.1,0.3
2020-04-08 18:00:00,0.0,0.0,0.0,0.0
2020-04-08 19:00:00,0.0,0.0,0.0,0.0
2020-04-08 20:00:00,0.0,0.0,0.0,0.1
2020-04-08 21:00:00,0.3,0.0,0.0,0.3
2020-04-08 22:00:00,0.1,0.0,0.0,0.2
2020-04-08 23:00:00,0.0,0.0,0.0,0.0
