date,Discharge(W),Charge(W),Production(W),Consumption(W)
2020-03-20 0:00:00,0.0,0.0,0.0,0.1
2020-03-20 1:00:00,0.0,0.0,0.0,0.1
2020-03-20 2:00:00,0.0,0.0,0.0,0.0
2020-03-20 3:00:00,0.0,0.0,0.0,0.1
2020-03-20 4:00:00,0.0,0.0,0.0,0.0
2020-03-20 5:00:00,0.0,0.0,0.0,0.1
2020-03-20 6:00:00,0.0,0.0,0.0,0.1
2020-03-20 7:00:00,0.0,0.5,0.5,0.1
2020-03-20 8:00:00,0.0,1.1,1.1,0.1
2020-03-20 9:00:00,0.0,1.4,1.6,0.2
2020-03-20 10:00:00,0.0,1.6,1.9,0.3
2020-03-20 11:00:00,0.2,1.5,2.0,1.1
2020-03-20 12:00:00,0.0,1.4,1.4,0.1
2020-03-20 13:00:00,0.0,0.5,0.6,0.1
2020-03-20 14:00:00,0.8,0.1,0.4,1.1
2020-03-20 15:00:00,0.4,0.2,0.3,0.5
2020-03-20 16:00:00,2.8,0.0,0.2,3.4
2020-03-20 17:00:00,1.4,0.0,0.1,1.5
2020-03-20 18:00:00,1.5,0.0,0.0,2.1
2020-03-20 19:00:00,0.0,0.0,0.0,1.2
2020-03-20 20:00:00,0.0,0.0,0.0,0.5
2020-03-20 21:00:00,0.0,0.0,0.0,0.5
2020-03-20 22:00:00,0.0,0.0,0.0,0.5
2020-03-20 23:00:00,0.0,0.0,0.0,0.2
