date,Discharge(W),Charge(W),Production(W),Consumption(W)
2020-02-23 0:00:00,0.0,0.0,0.0,1.3
2020-02-23 1:00:00,0.0,0.0,0.0,0.0
2020-02-23 2:00:00,0.0,0.0,0.0,0.1
2020-02-23 3:00:00,0.0,0.0,0.0,0.1
2020-02-23 4:00:00,0.0,0.0,0.0,0.0
2020-02-23 5:00:00,0.0,0.0,0.0,0.1
2020-02-23 6:00:00,0.0,0.0,0.0,0.0
2020-02-23 7:00:00,0.0,0.0,0.0,0.1
2020-02-23 8:00:00,0.0,0.0,0.0,0.1
2020-02-23 9:00:00,0.0,0.7,0.8,0.3
2020-02-23 10:00:00,0.0,1.1,1.2,0.0
2020-02-23 11:00:00,0.0,0.9,0.9,0.0
2020-02-23 12:00:00,0.0,0.5,0.5,0.0
2020-02-23 13:00:00,0.0,0.2,0.2,0.0
2020-02-23 14:00:00,0.0,0.1,0.1,0.0
2020-02-23 15:00:00,0.0,0.0,0.0,0.0
2020-02-23 16:00:00,0.0,0.0,0.0,0.0
2020-02-23 17:00:00,1.6,0.0,0.0,1.8
2020-02-23 18:00:00,0.9,0.0,0.0,2.6
2020-02-23 19:00:00,0.0,0.0,0.0,3.8
2020-02-23 20:00:00,0.0,0.0,0.0,4.9
2020-02-23 21:00:00,0.0,0.0,0.0,5.3
2020-02-23 22:00:00,0.0,0.0,0.0,5.3
2020-02-23 23:00:00,0.0,0.0,0.0,4.9
