date,Discharge(W),Charge(W),Production(W),Consumption(W)
2020-12-30 0:00:00,0.0,0.0,0.0,0.1
2020-12-30 1:00:00,0.0,0.0,0.0,0.0
2020-12-30 2:00:00,0.0,0.2,0.0,0.0
2020-12-30 3:00:00,0.0,0.0,0.0,0.0
2020-12-30 4:00:00,0.0,0.0,0.0,0.0
2020-12-30 5:00:00,0.0,0.0,0.0,0.0
2020-12-30 6:00:00,0.0,0.0,0.0,0.0
2020-12-30 7:00:00,0.0,0.0,0.0,0.0
2020-12-30 8:00:00,0.0,0.0,0.0,0.0
2020-12-30 9:00:00,0.0,0.0,0.0,0.3
2020-12-30 10:00:00,0.0,0.5,0.6,0.1
2020-12-30 11:00:00,0.1,1.0,1.2,0.7
2020-12-30 12:00:00,0.1,0.9,1.3,0.5
2020-12-30 13:00:00,0.0,0.9,1.1,0.2
2020-12-30 14:00:00,0.0,0.2,0.2,0.1
2020-12-30 15:00:00,0.6,0.1,0.1,0.7
2020-12-30 16:00:00,1.9,0.0,0.0,2.7
2020-12-30 17:00:00,0.0,0.0,0.0,1.2
2020-12-30 18:00:00,0.0,0.0,0.0,2.5
2020-12-30 19:00:00,0.0,0.0,0.0,0.9
2020-12-30 20:00:00,0.0,0.0,0.0,0.7
2020-12-30 21:00:00,0.0,0.0,0.0,0.6
2020-12-30 22:00:00,0.0,0.0,0.0,0.5
2020-12-30 23:00:00,0.0,0.0,0.0,0.2
