date,Discharge(W),Charge(W),Production(W),Consumption(W)
2020-08-05 0:00:00,0.0,0.0,0.0,0.2
2020-08-05 1:00:00,0.0,2.3,0.0,0.2
2020-08-05 2:00:00,0.0,2.4,0.0,0.2
2020-08-05 3:00:00,0.0,0.1,0.0,0.1
2020-08-05 4:00:00,0.0,0.0,0.0,0.1
2020-08-05 5:00:00,0.0,0.0,0.0,0.2
2020-08-05 6:00:00,0.0,0.0,0.0,0.2
2020-08-05 7:00:00,0.0,0.0,0.1,0.1
2020-08-05 8:00:00,0.0,0.2,0.6,0.1
2020-08-05 9:00:00,0.0,0.0,1.4,0.2
2020-08-05 10:00:00,0.0,0.1,1.6,0.2
2020-08-05 11:00:00,0.0,0.0,1.7,0.2
2020-08-05 12:00:00,0.4,0.0,1.9,1.9
2020-08-05 13:00:00,0.2,0.5,1.9,1.5
2020-08-05 14:00:00,0.0,0.2,1.7,0.2
2020-08-05 15:00:00,0.0,0.0,1.4,0.2
2020-08-05 16:00:00,0.0,0.0,1.0,0.1
2020-08-05 17:00:00,0.7,0.2,0.6,1.4
2020-08-05 18:00:00,0.7,0.0,0.2,0.8
2020-08-05 19:00:00,0.3,0.0,0.1,0.4
2020-08-05 20:00:00,0.1,0.0,0.0,0.1
2020-08-05 21:00:00,0.2,0.0,0.0,0.2
2020-08-05 22:00:00,0.4,0.0,0.0,0.4
2020-08-05 23:00:00,0.4,0.0,0.0,0.5
