date,Discharge(W),Charge(W),Production(W),Consumption(W)
2020-02-14 0:00:00,0.0,0.0,0.0,1.2
2020-02-14 1:00:00,0.0,0.0,0.0,0.1
2020-02-14 2:00:00,0.0,0.0,0.0,0.0
2020-02-14 3:00:00,0.0,0.0,0.0,0.1
2020-02-14 4:00:00,0.0,0.0,0.0,0.0
2020-02-14 5:00:00,0.0,0.0,0.0,0.0
2020-02-14 6:00:00,0.0,0.0,0.0,0.0
2020-02-14 7:00:00,0.0,0.0,0.0,0.0
2020-02-14 8:00:00,0.0,0.0,0.0,0.1
2020-02-14 9:00:00,0.0,0.1,0.1,0.0
2020-02-14 10:00:00,0.0,0.8,0.8,0.0
2020-02-14 11:00:00,0.0,0.4,0.4,0.0
2020-02-14 12:00:00,0.0,0.6,0.6,0.0
2020-02-14 13:00:00,0.0,0.5,0.5,0.0
2020-02-14 14:00:00,0.0,0.4,0.4,0.0
2020-02-14 15:00:00,0.0,0.1,0.1,0.0
2020-02-14 16:00:00,0.0,0.0,0.0,0.1
2020-02-14 17:00:00,1.7,0.0,0.0,2.1
2020-02-14 18:00:00,0.2,0.0,0.0,2.4
2020-02-14 19:00:00,0.0,0.0,0.0,4.7
2020-02-14 20:00:00,0.0,0.0,0.0,4.6
2020-02-14 21:00:00,0.0,0.0,0.0,4.4
2020-02-14 22:00:00,0.0,0.0,0.0,4.1
2020-02-14 23:00:00,0.0,0.0,0.0,3.8
