date,Discharge(KW),Charge(KW),Production(KW),Consumption(KW),Feed-in(KW),From grid(KW),State of Charge(%)
2020-08-25 0:00:00,0.0,0.01,0.0,0.64,0.0,0.65,10.0
2020-08-25 1:00:00,0.0,0.01,0.0,0.57,0.0,0.58,10.0
2020-08-25 2:00:00,0.0,0.01,0.0,0.29,0.0,0.3,10.0
2020-08-25 3:00:00,0.0,0.01,0.0,0.37,0.0,0.37,10.0
2020-08-25 4:00:00,0.0,0.01,0.0,0.3,0.0,0.31,9.0
2020-08-25 5:00:00,0.0,1.54,0.0,0.1,0.0,1.64,9.0
2020-08-25 6:00:00,0.04,3.06,0.0,0.25,0.0,3.26,23.0
2020-08-25 7:00:00,0.0,3.3,0.0,0.03,0.0,3.33,51.0
2020-08-25 8:00:00,0.16,0.26,0.0,0.19,0.0,0.3,82.0
2020-08-25 9:00:00,0.53,0.0,0.0,0.56,0.0,0.03,83.0
2020-08-25 10:00:00,1.08,0.0,0.0,1.14,0.0,0.06,75.0
2020-08-25 11:00:00,0.81,0.0,0.0,0.91,0.0,0.1,65.0
2020-08-25 12:00:00,0.41,0.0,0.0,0.44,0.0,0.04,55.0
2020-08-25 13:00:00,1.8,0.0,0.0,1.92,0.0,0.13,49.0
2020-08-25 14:00:00,1.4,0.0,0.0,3.41,0.0,2.02,27.0
2020-08-25 15:00:00,0.04,0.01,0.0,0.97,0.0,0.94,10.0
2020-08-25 16:00:00,0.0,0.01,0.0,1.09,0.0,1.1,10.0
2020-08-25 17:00:00,0.0,0.01,0.0,0.24,0.0,0.24,10.0
2020-08-25 18:00:00,0.0,0.01,0.0,0.51,0.0,0.51,10.0
2020-08-25 19:00:00,0.0,0.01,0.0,2.42,0.0,2.42,10.0
2020-08-25 20:00:00,0.0,0.01,0.0,1.86,0.0,1.87,10.0
2020-08-25 21:00:00,0.0,0.01,0.0,1.01,0.0,1.02,10.0
2020-08-25 22:00:00,0.0,0.01,0.0,1.34,0.0,1.35,10.0
2020-08-25 23:00:00,0.0,0.01,0.0,0.98,0.0,0.99,10.0
