date,Discharge(KW),Charge(KW),Production(KW),Consumption(KW),Feed-in(KW),From grid(KW),State of Charge(%)
2020-12-27 0:00:00,0.0,0.01,0.0,0.48,0.0,0.49,9.0
2020-12-27 1:00:00,0.0,0.01,0.0,0.35,0.0,0.36,9.0
2020-12-27 2:00:00,0.0,0.01,0.0,0.54,0.0,0.55,9.0
2020-12-27 3:00:00,0.0,0.01,0.0,0.35,0.0,0.36,9.0
2020-12-27 4:00:00,0.0,0.01,0.0,0.15,0.0,0.16,9.0
2020-12-27 5:00:00,0.0,0.01,0.0,0.36,0.0,0.36,9.0
2020-12-27 6:00:00,0.0,0.01,0.0,0.36,0.0,0.36,8.0
2020-12-27 7:00:00,0.0,0.01,0.0,0.48,0.0,0.49,8.0
2020-12-27 8:00:00,0.0,0.01,0.0,0.27,0.0,0.28,8.0
2020-12-27 9:00:00,0.0,0.01,0.0,0.23,0.0,0.24,8.0
2020-12-27 10:00:00,0.0,0.01,0.0,0.23,0.0,0.24,8.0
2020-12-27 11:00:00,0.0,0.27,0.0,0.37,0.0,0.63,8.0
2020-12-27 12:00:00,0.0,0.1,0.0,0.46,0.0,0.57,9.0
2020-12-27 13:00:00,0.0,0.01,0.0,0.89,0.0,0.9,10.0
2020-12-27 14:00:00,0.0,0.01,0.0,1.01,0.0,1.01,10.0
2020-12-27 15:00:00,0.0,0.01,0.0,0.41,0.0,0.41,10.0
2020-12-27 16:00:00,0.0,0.01,0.0,0.62,0.0,0.62,10.0
2020-12-27 17:00:00,0.0,0.01,0.0,0.82,0.0,0.82,10.0
2020-12-27 18:00:00,0.0,0.01,0.0,0.73,0.0,0.74,10.0
2020-12-27 19:00:00,0.0,0.01,0.0,0.9,0.0,0.91,10.0
2020-12-27 20:00:00,0.0,0.01,0.0,2.27,0.0,2.28,9.0
2020-12-27 21:00:00,0.0,0.01,0.0,0.55,0.0,0.56,9.0
2020-12-27 22:00:00,0.0,0.01,0.0,0.55,0.0,0.56,9.0
2020-12-27 23:00:00,0.0,0.01,0.0,0.48,0.0,0.48,9.0
