date,Discharge(KW),Charge(KW),Production(KW),Consumption(KW),Feed-in(KW),From grid(KW),State of Charge(%)
2020-02-20 0:00:00,0.0,0.01,0.0,0.46,0.0,0.47,0.0
2020-02-20 1:00:00,0.0,2.82,0.0,0.38,0.0,3.2,0.0
2020-02-20 2:00:00,0.0,3.0,0.0,0.23,0.0,3.23,26.0
2020-02-20 3:00:00,0.0,3.0,0.0,0.01,0.0,3.01,54.0
2020-02-20 4:00:00,0.0,0.23,0.0,0.27,0.0,0.5,83.0
2020-02-20 5:00:00,0.02,0.01,0.0,0.43,0.0,0.42,86.0
2020-02-20 6:00:00,0.0,0.01,0.0,0.31,0.0,0.32,86.0
2020-02-20 7:00:00,0.0,0.01,0.0,0.44,0.0,0.44,85.0
2020-02-20 8:00:00,0.32,0.0,0.0,0.35,0.0,0.03,85.0
2020-02-20 9:00:00,0.21,0.0,0.0,0.24,0.0,0.03,81.0
2020-02-20 10:00:00,0.65,0.0,0.0,0.77,0.0,0.12,78.0
2020-02-20 11:00:00,1.46,0.0,0.0,1.65,0.0,0.2,71.0
2020-02-20 12:00:00,0.46,0.0,0.0,0.5,0.0,0.03,56.0
2020-02-20 13:00:00,0.16,0.0,0.0,0.19,0.0,0.03,49.0
2020-02-20 14:00:00,0.48,0.0,0.0,0.51,0.0,0.02,46.0
2020-02-20 15:00:00,0.39,0.0,0.0,0.42,0.0,0.03,40.0
2020-02-20 16:00:00,0.2,0.0,0.0,0.23,0.0,0.03,34.0
2020-02-20 17:00:00,0.51,0.0,0.0,0.53,0.0,0.03,32.0
2020-02-20 18:00:00,0.81,0.0,0.0,0.84,0.0,0.03,26.0
2020-02-20 19:00:00,0.94,0.0,0.0,0.97,0.0,0.04,15.0
2020-02-20 20:00:00,0.32,0.0,0.0,0.67,0.0,0.36,4.0
2020-02-20 21:00:00,0.0,0.01,0.0,1.91,0.0,1.92,0.0
2020-02-20 22:00:00,0.0,0.01,0.0,2.31,0.0,2.32,0.0
2020-02-20 23:00:00,0.0,0.01,0.0,0.96,0.0,0.97,0.0
