date,Production(KWh),Consumption(KWh)
2023-09-22 0:00:00,0.0,10.25
2023-09-22 1:00:00,0.0,9.76
2023-09-22 2:00:00,0.0,8.89
2023-09-22 3:00:00,0.0,8.58
2023-09-22 4:00:00,0.0,8.46
2023-09-22 5:00:00,0.0,8.5
2023-09-22 6:00:00,0.0,8.5
2023-09-22 7:00:00,5.9,8.56
2023-09-22 8:00:00,15.95,8.65
2023-09-22 9:00:00,25.97,8.93
2023-09-22 10:00:00,26.61,9.35
2023-09-22 11:00:00,37.65,9.81
2023-09-22 12:00:00,39.35,10.45
2023-09-22 13:00:00,32.15,11.4
2023-09-22 14:00:00,24.37,12.04
2023-09-22 15:00:00,21.47,12.34
2023-09-22 16:00:00,16.38,12.43
2023-09-22 17:00:00,9.25,12.44
2023-09-22 18:00:00,0.97,12.41
2023-09-22 19:00:00,0.68,12.48
2023-09-22 20:00:00,0.0,12.44
2023-09-22 21:00:00,0.0,12.07
2023-09-22 22:00:00,0.0,11.61
2023-09-22 23:00:00,0.0,11.25
