date,Production(KWh),Consumption(KWh)
2023-08-25 0:00:00,0.0,8.49
2023-08-25 1:00:00,0.0,7.7
2023-08-25 2:00:00,0.0,7.36
2023-08-25 3:00:00,0.0,7.22
2023-08-25 4:00:00,0.0,7.31
2023-08-25 5:00:00,0.0,7.37
2023-08-25 6:00:00,0.81,7.5
2023-08-25 7:00:00,2.83,5.9
2023-08-25 8:00:00,9.53,6.16
2023-08-25 9:00:00,22.19,6.6
2023-08-25 10:00:00,36.76,6.89
2023-08-25 11:00:00,28.42,7.21
2023-08-25 12:00:00,17.32,7.49
2023-08-25 13:00:00,24.04,7.78
2023-08-25 14:00:00,26.89,7.89
2023-08-25 15:00:00,11.14,7.8
2023-08-25 16:00:00,5.22,7.88
2023-08-25 17:00:00,5.49,8.21
2023-08-25 18:00:00,1.89,8.67
2023-08-25 19:00:00,0.76,8.92
2023-08-25 20:00:00,0.0,8.65
2023-08-25 21:00:00,0.0,8.29
2023-08-25 22:00:00,0.0,7.81
2023-08-25 23:00:00,0.0,7.3
