date,Production(KWh),Consumption(KWh)
2023-09-27 0:00:00,0.0,7.67
2023-09-27 1:00:00,0.0,6.45
2023-09-27 2:00:00,0.0,5.66
2023-09-27 3:00:00,0.0,4.98
2023-09-27 4:00:00,0.0,4.61
2023-09-27 5:00:00,0.0,4.86
2023-09-27 6:00:00,0.0,5.61
2023-09-27 7:00:00,3.49,6.24
2023-09-27 8:00:00,18.71,6.56
2023-09-27 9:00:00,11.66,6.68
2023-09-27 10:00:00,16.64,6.8
2023-09-27 11:00:00,15.98,6.81
2023-09-27 12:00:00,18.08,7.16
2023-09-27 13:00:00,15.66,8.08
2023-09-27 14:00:00,17.97,8.94
2023-09-27 15:00:00,7.55,9.35
2023-09-27 16:00:00,4.62,9.77
2023-09-27 17:00:00,1.53,9.42
2023-09-27 18:00:00,0.69,8.55
2023-09-27 19:00:00,0.0,7.88
2023-09-27 20:00:00,0.0,10.55
2023-09-27 21:00:00,0.0,10.47
2023-09-27 22:00:00,0.0,10.43
2023-09-27 23:00:00,0.0,10.35
