date,Production(KWh),Consumption(KWh)
2023-09-26 0:00:00,0.0,10.04
2023-09-26 1:00:00,0.0,9.3
2023-09-26 2:00:00,0.0,8.2
2023-09-26 3:00:00,0.0,7.42
2023-09-26 4:00:00,0.0,6.85
2023-09-26 5:00:00,0.0,6.82
2023-09-26 6:00:00,0.0,7.07
2023-09-26 7:00:00,1.88,7.41
2023-09-26 8:00:00,6.0,7.9
2023-09-26 9:00:00,6.57,8.63
2023-09-26 10:00:00,7.12,9.34
2023-09-26 11:00:00,6.81,10.0
2023-09-26 12:00:00,6.1,10.55
2023-09-26 13:00:00,5.97,11.5
2023-09-26 14:00:00,6.4,12.56
2023-09-26 15:00:00,8.25,13.3
2023-09-26 16:00:00,7.78,13.75
2023-09-26 17:00:00,5.16,13.73
2023-09-26 18:00:00,0.91,13.48
2023-09-26 19:00:00,0.0,13.22
2023-09-26 20:00:00,0.0,12.77
2023-09-26 21:00:00,0.0,8.91
2023-09-26 22:00:00,0.0,8.75
2023-09-26 23:00:00,0.0,8.44
