date,Production(KWh),Consumption(KWh)
2023-11-30 0:00:00,0.0,14.47
2023-11-30 1:00:00,0.0,14.92
2023-11-30 2:00:00,0.0,14.74
2023-11-30 3:00:00,0.0,14.04
2023-11-30 4:00:00,0.0,12.81
2023-11-30 5:00:00,0.0,11.31
2023-11-30 6:00:00,0.0,10.3
2023-11-30 7:00:00,0.0,9.95
2023-11-30 8:00:00,2.34,9.77
2023-11-30 9:00:00,3.31,9.78
2023-11-30 10:00:00,5.33,9.88
2023-11-30 11:00:00,4.94,9.88
2023-11-30 12:00:00,4.33,10.2
2023-11-30 13:00:00,4.53,10.7
2023-11-30 14:00:00,4.12,11.22
2023-11-30 15:00:00,7.12,11.69
2023-11-30 16:00:00,1.93,12.39
2023-11-30 17:00:00,0.0,13.19
2023-11-30 18:00:00,0.0,13.78
2023-11-30 19:00:00,0.0,13.79
2023-11-30 20:00:00,0.0,13.48
2023-11-30 21:00:00,0.0,13.08
2023-11-30 22:00:00,0.0,12.58
2023-11-30 23:00:00,0.0,12.34
