date,Production(KWh),Consumption(KWh)
2023-12-25 0:00:00,0.0,7.9
2023-12-25 1:00:00,0.0,8.2
2023-12-25 2:00:00,0.0,8.2
2023-12-25 3:00:00,0.0,8.2
2023-12-25 4:00:00,0.0,8.1
2023-12-25 5:00:00,0.0,8.0
2023-12-25 6:00:00,0.0,8.0
2023-12-25 7:00:00,1.2,8.0
2023-12-25 8:00:00,3.6,7.9
2023-12-25 9:00:00,10.0,8.1
2023-12-25 10:00:00,19.7,8.2
2023-12-25 11:00:00,27.6,8.5
2023-12-25 12:00:00,20.1,8.5
2023-12-25 13:00:00,20.7,8.5
2023-12-25 14:00:00,18.5,8.6
2023-12-25 15:00:00,7.5,8.8
2023-12-25 16:00:00,1.7,9.1
2023-12-25 17:00:00,0.0,9.3
2023-12-25 18:00:00,0.0,9.4
2023-12-25 19:00:00,0.0,9.5
2023-12-25 20:00:00,0.0,9.6
2023-12-25 21:00:00,0.0,9.5
2023-12-25 22:00:00,0.0,9.4
2023-12-25 23:00:00,0.0,8.1
