date,Production(KWh),Consumption(KWh)
2023-09-22 0:00:00,0.0,10.3
2023-09-22 1:00:00,0.0,9.8
2023-09-22 2:00:00,0.0,8.9
2023-09-22 3:00:00,0.0,8.6
2023-09-22 4:00:00,0.0,8.5
2023-09-22 5:00:00,0.0,8.5
2023-09-22 6:00:00,0.0,8.5
2023-09-22 7:00:00,5.9,8.6
2023-09-22 8:00:00,15.9,8.6
2023-09-22 9:00:00,26.0,8.9
2023-09-22 10:00:00,26.6,9.4
2023-09-22 11:00:00,37.6,9.8
2023-09-22 12:00:00,39.3,10.5
2023-09-22 13:00:00,32.1,11.4
2023-09-22 14:00:00,24.4,12.0
2023-09-22 15:00:00,21.5,12.3
2023-09-22 16:00:00,16.4,12.4
2023-09-22 17:00:00,9.2,12.4
2023-09-22 18:00:00,1.0,12.4
2023-09-22 19:00:00,0.7,12.5
2023-09-22 20:00:00,0.0,12.4
2023-09-22 21:00:00,0.0,12.1
2023-09-22 22:00:00,0.0,11.6
2023-09-22 23:00:00,0.0,11.3
