date,Production(KWh),Consumption(KWh)
2023-11-27 0:00:00,0.0,7.8
2023-11-27 1:00:00,0.0,7.4
2023-11-27 2:00:00,0.0,7.0
2023-11-27 3:00:00,0.0,6.6
2023-11-27 4:00:00,0.0,6.5
2023-11-27 5:00:00,0.0,6.7
2023-11-27 6:00:00,0.0,6.8
2023-11-27 7:00:00,0.0,6.7
2023-11-27 8:00:00,0.0,6.8
2023-11-27 9:00:00,2.3,6.7
2023-11-27 10:00:00,4.5,6.8
2023-11-27 11:00:00,4.5,6.9
2023-11-27 12:00:00,9.7,7.0
2023-11-27 13:00:00,8.6,6.9
2023-11-27 14:00:00,7.8,6.9
2023-11-27 15:00:00,2.2,6.9
2023-11-27 16:00:00,1.1,7.1
2023-11-27 17:00:00,0.7,7.4
2023-11-27 18:00:00,0.0,7.6
2023-11-27 19:00:00,0.0,7.7
2023-11-27 20:00:00,0.0,7.6
2023-11-27 21:00:00,0.0,7.5
2023-11-27 22:00:00,0.0,7.4
2023-11-27 23:00:00,0.0,7.2
