date,Production(KWh),Consumption(KWh)
2023-08-26 0:00:00,0.0,7.0
2023-08-26 1:00:00,0.0,6.8
2023-08-26 2:00:00,0.0,6.9
2023-08-26 3:00:00,0.0,7.1
2023-08-26 4:00:00,0.0,7.0
2023-08-26 5:00:00,0.0,6.3
2023-08-26 6:00:00,1.8,6.3
2023-08-26 7:00:00,3.9,6.6
2023-08-26 8:00:00,14.0,7.2
2023-08-26 9:00:00,30.4,7.9
2023-08-26 10:00:00,37.6,8.7
2023-08-26 11:00:00,39.2,9.5
2023-08-26 12:00:00,41.5,10.3
2023-08-26 13:00:00,32.9,10.9
2023-08-26 14:00:00,34.1,11.1
2023-08-26 15:00:00,26.6,11.2
2023-08-26 16:00:00,19.8,11.2
2023-08-26 17:00:00,12.2,11.3
2023-08-26 18:00:00,1.9,11.3
2023-08-26 19:00:00,0.8,11.1
2023-08-26 20:00:00,0.0,10.4
2023-08-26 21:00:00,0.0,9.7
2023-08-26 22:00:00,0.0,8.8
2023-08-26 23:00:00,0.0,8.0
