date,Production(KWh),Consumption(KWh)
2023-10-28 0:00:00,0.0,9.82
2023-10-28 1:00:00,0.0,8.55
2023-10-28 2:00:00,0.0,7.28
2023-10-28 3:00:00,0.0,7.0
2023-10-28 4:00:00,0.0,6.91
2023-10-28 5:00:00,0.0,7.6
2023-10-28 6:00:00,0.0,6.97
2023-10-28 7:00:00,0.18,6.86
2023-10-28 8:00:00,4.67,6.81
2023-10-28 9:00:00,23.26,6.85
2023-10-28 10:00:00,34.15,6.84
2023-10-28 11:00:00,39.1,6.82
2023-10-28 12:00:00,40.67,6.74
2023-10-28 13:00:00,39.7,6.82
2023-10-28 14:00:00,36.23,7.08
2023-10-28 15:00:00,29.23,6.92
2023-10-28 16:00:00,17.62,6.84
2023-10-28 17:00:00,3.8,7.1
2023-10-28 18:00:00,0.0,4.96
2023-10-28 19:00:00,0.0,5.55
2023-10-28 20:00:00,0.0,6.22
2023-10-28 21:00:00,0.0,6.89
2023-10-28 22:00:00,0.0,6.74
2023-10-28 23:00:00,0.0,6.75
