date,Production(KWh),Consumption(KWh)
2023-08-22 0:00:00,0.0,7.7
2023-08-22 1:00:00,0.0,4.8
2023-08-22 2:00:00,0.0,7.2
2023-08-22 3:00:00,0.0,6.84
2023-08-22 4:00:00,0.0,6.63
2023-08-22 5:00:00,0.0,6.86
2023-08-22 6:00:00,0.59,6.82
2023-08-22 7:00:00,4.95,6.8
2023-08-22 8:00:00,16.39,6.8
2023-08-22 9:00:00,27.3,6.83
2023-08-22 10:00:00,35.33,11.66
2023-08-22 11:00:00,39.01,8.32
2023-08-22 12:00:00,40.77,11.92
2023-08-22 13:00:00,43.12,11.94
2023-08-22 14:00:00,42.68,12.02
2023-08-22 15:00:00,35.65,12.12
2023-08-22 16:00:00,13.82,12.05
2023-08-22 17:00:00,16.57,6.8
2023-08-22 18:00:00,6.49,9.41
2023-08-22 19:00:00,1.08,12.08
2023-08-22 20:00:00,0.0,6.91
2023-08-22 21:00:00,0.0,10.42
2023-08-22 22:00:00,0.0,11.08
2023-08-22 23:00:00,0.0,7.69
