date,Production(KWh),Consumption(KWh)
2023-10-23 0:00:00,0.0,6.81
2023-10-23 1:00:00,0.0,6.72
2023-10-23 2:00:00,0.0,6.99
2023-10-23 3:00:00,0.0,7.25
2023-10-23 4:00:00,0.0,6.77
2023-10-23 5:00:00,0.0,6.74
2023-10-23 6:00:00,0.0,6.7
2023-10-23 7:00:00,0.35,6.94
2023-10-23 8:00:00,6.46,6.97
2023-10-23 9:00:00,22.9,7.79
2023-10-23 10:00:00,32.79,10.17
2023-10-23 11:00:00,37.43,7.95
2023-10-23 12:00:00,38.39,10.94
2023-10-23 13:00:00,37.89,12.62
2023-10-23 14:00:00,33.77,12.59
2023-10-23 15:00:00,26.52,10.43
2023-10-23 16:00:00,17.34,13.72
2023-10-23 17:00:00,4.88,11.45
2023-10-23 18:00:00,0.07,12.29
2023-10-23 19:00:00,0.0,12.7
2023-10-23 20:00:00,0.0,11.24
2023-10-23 21:00:00,0.0,10.65
2023-10-23 22:00:00,0.0,8.31
2023-10-23 23:00:00,0.0,7.13
