date,Production(KWh),Consumption(KWh)
2023-12-29 0:00:00,0.0,10.08
2023-12-29 1:00:00,0.0,10.7
2023-12-29 2:00:00,0.0,11.32
2023-12-29 3:00:00,0.0,8.27
2023-12-29 4:00:00,0.0,8.15
2023-12-29 5:00:00,0.0,8.03
2023-12-29 6:00:00,0.0,6.73
2023-12-29 7:00:00,0.25,8.09
2023-12-29 8:00:00,2.23,8.26
2023-12-29 9:00:00,10.82,8.15
2023-12-29 10:00:00,25.37,8.24
2023-12-29 11:00:00,31.33,8.32
2023-12-29 12:00:00,32.56,8.11
2023-12-29 13:00:00,32.9,7.98
2023-12-29 14:00:00,18.25,8.15
2023-12-29 15:00:00,6.49,8.18
2023-12-29 16:00:00,0.75,8.19
2023-12-29 17:00:00,0.0,8.2
2023-12-29 18:00:00,0.0,9.8
2023-12-29 19:00:00,0.0,9.8
2023-12-29 20:00:00,0.0,9.8
2023-12-29 21:00:00,0.0,10.78
2023-12-29 22:00:00,0.0,11.76
2023-12-29 23:00:00,0.0,11.35
