date,Production(KWh),Consumption(KWh)
2023-12-26 0:00:00,0.0,8.2
2023-12-26 1:00:00,0.0,8.05
2023-12-26 2:00:00,0.0,7.89
2023-12-26 3:00:00,0.0,8.22
2023-12-26 4:00:00,0.0,8.24
2023-12-26 5:00:00,0.0,8.25
2023-12-26 6:00:00,0.0,8.23
2023-12-26 7:00:00,0.15,8.21
2023-12-26 8:00:00,2.02,8.25
2023-12-26 9:00:00,12.78,8.3
2023-12-26 10:00:00,27.56,8.26
2023-12-26 11:00:00,35.39,8.19
2023-12-26 12:00:00,36.42,8.22
2023-12-26 13:00:00,32.66,8.27
2023-12-26 14:00:00,20.55,8.28
2023-12-26 15:00:00,9.16,8.22
2023-12-26 16:00:00,0.8,8.21
2023-12-26 17:00:00,0.0,8.2
2023-12-26 18:00:00,0.0,8.18
2023-12-26 19:00:00,0.0,8.1
2023-12-26 20:00:00,0.0,8.39
2023-12-26 21:00:00,0.0,9.39
2023-12-26 22:00:00,0.0,10.39
2023-12-26 23:00:00,0.0,9.87
