date,Production(KWh),Consumption(KWh)
2023-09-26 0:00:00,0.0,7.43
2023-09-26 1:00:00,0.0,6.89
2023-09-26 2:00:00,0.0,6.91
2023-09-26 3:00:00,0.0,6.78
2023-09-26 4:00:00,0.0,6.68
2023-09-26 5:00:00,0.0,6.63
2023-09-26 6:00:00,0.0,6.61
2023-09-26 7:00:00,0.35,6.57
2023-09-26 8:00:00,2.28,6.7
2023-09-26 9:00:00,2.38,6.7
2023-09-26 10:00:00,1.95,6.68
2023-09-26 11:00:00,3.99,6.68
2023-09-26 12:00:00,4.25,6.65
2023-09-26 13:00:00,4.35,6.86
2023-09-26 14:00:00,5.05,12.72
2023-09-26 15:00:00,3.14,12.94
2023-09-26 16:00:00,2.54,13.27
2023-09-26 17:00:00,0.9,13.53
2023-09-26 18:00:00,0.06,8.05
2023-09-26 19:00:00,0.0,7.56
2023-09-26 20:00:00,0.0,7.06
2023-09-26 21:00:00,0.0,6.56
2023-09-26 22:00:00,0.0,6.6
2023-09-26 23:00:00,0.0,6.64
