date,Production(KWh),Consumption(KWh)
2023-09-27 0:00:00,0.0,6.57
2023-09-27 1:00:00,0.0,7.01
2023-09-27 2:00:00,0.0,6.55
2023-09-27 3:00:00,0.0,5.51
2023-09-27 4:00:00,0.0,6.53
2023-09-27 5:00:00,0.0,7.55
2023-09-27 6:00:00,0.0,6.55
2023-09-27 7:00:00,0.21,6.51
2023-09-27 8:00:00,1.09,5.15
2023-09-27 9:00:00,8.98,6.79
2023-09-27 10:00:00,10.69,6.57
2023-09-27 11:00:00,19.46,6.55
2023-09-27 12:00:00,16.0,7.17
2023-09-27 13:00:00,24.74,8.34
2023-09-27 14:00:00,40.35,8.92
2023-09-27 15:00:00,18.73,10.98
2023-09-27 16:00:00,9.74,13.71
2023-09-27 17:00:00,4.89,13.12
2023-09-27 18:00:00,0.7,12.09
2023-09-27 19:00:00,0.0,12.41
2023-09-27 20:00:00,0.0,11.59
2023-09-27 21:00:00,0.0,11.32
2023-09-27 22:00:00,0.0,8.99
2023-09-27 23:00:00,0.0,5.4
