date,Production(KWh),Consumption(KWh)
2023-09-22 0:00:00,0.0,11.96
2023-09-22 1:00:00,0.0,12.36
2023-09-22 2:00:00,0.0,11.66
2023-09-22 3:00:00,0.0,5.44
2023-09-22 4:00:00,0.0,7.27
2023-09-22 5:00:00,0.0,7.07
2023-09-22 6:00:00,0.0,7.09
2023-09-22 7:00:00,3.43,7.93
2023-09-22 8:00:00,13.25,9.96
2023-09-22 9:00:00,27.75,11.55
2023-09-22 10:00:00,37.83,12.36
2023-09-22 11:00:00,44.77,12.23
2023-09-22 12:00:00,47.28,12.11
2023-09-22 13:00:00,45.33,11.99
2023-09-22 14:00:00,41.92,12.44
2023-09-22 15:00:00,36.86,12.89
2023-09-22 16:00:00,24.95,13.46
2023-09-22 17:00:00,11.39,10.52
2023-09-22 18:00:00,1.31,6.8
2023-09-22 19:00:00,0.03,12.16
2023-09-22 20:00:00,0.0,12.07
2023-09-22 21:00:00,0.0,12.07
2023-09-22 22:00:00,0.0,9.2
2023-09-22 23:00:00,0.0,11.82
