date,Discharge(KW),Charge(KW),Production(KW),Consumption(KW),Feed-in(KW),From grid(KW),State of Charge(%)
2020-05-18 0:00:00,0.0,0.01,0.0,0.28,0.0,0.28,38.0
2020-05-18 1:00:00,0.0,2.67,0.0,2.96,0.0,5.63,38.0
2020-05-18 2:00:00,0.0,3.0,0.0,3.2,0.0,6.2,63.0
2020-05-18 3:00:00,0.0,0.76,0.0,1.03,0.0,1.78,91.0
2020-05-18 4:00:00,0.0,0.01,0.0,0.26,0.0,0.26,100.0
2020-05-18 5:00:00,0.0,0.01,0.0,0.27,0.0,0.28,100.0
2020-05-18 6:00:00,0.0,0.01,0.0,0.29,0.0,0.3,100.0
2020-05-18 7:00:00,0.0,0.01,0.0,0.25,0.0,0.26,100.0
2020-05-18 8:00:00,0.15,0.0,0.0,0.21,0.0,0.06,100.0
2020-05-18 9:00:00,0.2,0.0,0.0,0.23,0.0,0.04,98.0
2020-05-18 10:00:00,0.11,0.0,0.0,0.14,0.0,0.03,95.0
2020-05-18 11:00:00,0.67,0.0,0.0,0.71,0.0,0.05,92.0
2020-05-18 12:00:00,0.98,0.0,0.0,1.03,0.0,0.06,84.0
2020-05-18 13:00:00,0.74,0.0,0.0,0.8,0.0,0.06,72.0
2020-05-18 14:00:00,0.19,0.0,0.0,0.22,0.0,0.03,63.0
2020-05-18 15:00:00,0.15,0.0,0.0,0.18,0.0,0.03,60.0
2020-05-18 16:00:00,0.17,0.0,0.0,0.2,0.0,0.03,58.0
2020-05-18 17:00:00,0.31,0.0,0.0,0.35,0.0,0.04,55.0
2020-05-18 18:00:00,0.26,0.0,0.0,0.3,0.0,0.04,52.0
2020-05-18 19:00:00,0.77,0.0,0.0,0.85,0.0,0.08,47.0
2020-05-18 20:00:00,0.86,0.0,0.0,0.95,0.0,0.08,38.0
2020-05-18 21:00:00,0.34,0.0,0.0,0.38,0.0,0.04,28.0
2020-05-18 22:00:00,0.3,0.0,0.0,0.34,0.0,0.03,24.0
2020-05-18 23:00:00,0.2,0.0,0.0,0.23,0.0,0.03,19.0
