date,Discharge(KW),Charge(KW),Production(KW),Consumption(KW),Feed-in(KW),From grid(KW),State of Charge(%)
2020-06-15 0:00:00,0.23,0.0,0.0,0.26,0.0,0.03,17.0
2020-06-15 1:00:00,0.1,0.0,0.0,0.13,0.0,0.04,14.0
2020-06-15 2:00:00,0.09,0.0,0.0,0.12,0.0,0.03,12.0
2020-06-15 3:00:00,0.02,0.01,0.0,0.24,0.0,0.23,11.0
2020-06-15 4:00:00,0.0,0.01,0.0,0.19,0.0,0.19,10.0
2020-06-15 5:00:00,0.0,1.3,0.0,1.62,0.0,2.92,10.0
2020-06-15 6:00:00,0.0,3.3,0.0,3.6,0.0,6.9,23.0
2020-06-15 7:00:00,0.0,3.3,0.0,3.61,0.0,6.91,54.0
2020-06-15 8:00:00,0.16,0.08,0.0,0.29,0.0,0.21,85.0
2020-06-15 9:00:00,0.13,0.0,0.0,0.16,0.0,0.03,84.0
2020-06-15 10:00:00,0.21,0.0,0.0,0.25,0.0,0.04,82.0
2020-06-15 11:00:00,0.16,0.0,0.0,0.19,0.0,0.03,78.0
2020-06-15 12:00:00,1.09,0.0,0.0,1.16,0.0,0.07,76.0
2020-06-15 13:00:00,1.05,0.0,0.0,1.13,0.0,0.09,65.0
2020-06-15 14:00:00,0.13,0.0,0.0,0.16,0.0,0.04,52.0
2020-06-15 15:00:00,0.15,0.0,0.0,0.18,0.0,0.03,49.0
2020-06-15 16:00:00,0.71,0.0,0.0,0.77,0.0,0.06,47.0
2020-06-15 17:00:00,0.4,0.0,0.0,0.46,0.0,0.06,39.0
2020-06-15 18:00:00,0.4,0.0,0.0,0.46,0.0,0.06,33.0
2020-06-15 19:00:00,0.27,0.0,0.0,0.31,0.0,0.04,28.0
2020-06-15 20:00:00,0.54,0.0,0.0,0.59,0.0,0.05,25.0
2020-06-15 21:00:00,0.62,0.0,0.0,1.66,0.0,1.05,17.0
2020-06-15 22:00:00,0.0,0.01,0.0,0.6,0.0,0.6,10.0
2020-06-15 23:00:00,0.0,0.01,0.0,0.46,0.0,0.47,10.0
