date,Production(KWh),Consumption(KWh)
2023-11-30 0:00:00,14.6671,0.0
2023-11-30 1:00:00,14.5461,0.0
2023-11-30 2:00:00,14.425099,0.0
2023-11-30 3:00:00,14.5273,0.0
2023-11-30 4:00:00,14.6645,0.0
2023-11-30 5:00:00,14.5474,0.0
2023-11-30 6:00:00,14.4303,0.0
2023-11-30 7:00:00,8.3397,0.0
2023-11-30 8:00:00,8.32845,2.3402867
2023-11-30 9:00:00,8.317201,3.3132231
2023-11-30 10:00:00,8.699599,5.327807
2023-11-30 11:00:00,15.7137,4.9438276
2023-11-30 12:00:00,15.475,4.332693
2023-11-30 13:00:00,15.6759,4.5310755
2023-11-30 14:00:00,15.5115,4.1189117
2023-11-30 15:00:00,15.347099,7.1178575
2023-11-30 16:00:00,15.13745,1.9297671
2023-11-30 17:00:00,14.927799,0.0
2023-11-30 18:00:00,13.9357,0.0
2023-11-30 19:00:00,13.501849,0.0
2023-11-30 20:00:00,14.6011,0.0
2023-11-30 21:00:00,14.6368,0.0
2023-11-30 22:00:00,13.488299,0.0
2023-11-30 23:00:00,13.326934,0.0
