date,Production(KWh),Consumption(KWh)
2023-09-24 0:00:00,0.0,9.3
2023-09-24 1:00:00,0.0,9.8
2023-09-24 2:00:00,0.0,9.4
2023-09-24 3:00:00,0.0,9.3
2023-09-24 4:00:00,0.0,4.9
2023-09-24 5:00:00,0.0,5.7
2023-09-24 6:00:00,0.0,6.4
2023-09-24 7:00:00,2.1,7.1
2023-09-24 8:00:00,16.1,6.0
2023-09-24 9:00:00,30.1,6.9
2023-09-24 10:00:00,38.8,6.7
2023-09-24 11:00:00,43.1,7.3
2023-09-24 12:00:00,46.0,7.1
2023-09-24 13:00:00,43.7,7.1
2023-09-24 14:00:00,42.0,7.1
2023-09-24 15:00:00,36.0,5.1
2023-09-24 16:00:00,25.2,6.0
2023-09-24 17:00:00,10.4,6.9
2023-09-24 18:00:00,1.4,7.0
2023-09-24 19:00:00,0.0,7.1
2023-09-24 20:00:00,0.0,6.5
2023-09-24 21:00:00,0.0,6.6
2023-09-24 22:00:00,0.0,6.6
2023-09-24 23:00:00,0.0,7.0
