date,Production(KWh),Consumption(KWh)
2023-11-27 0:00:00,0.0,6.2
2023-11-27 1:00:00,0.0,6.3
2023-11-27 2:00:00,0.0,6.5
2023-11-27 3:00:00,0.0,6.6
2023-11-27 4:00:00,0.0,6.3
2023-11-27 5:00:00,0.0,5.9
2023-11-27 6:00:00,0.0,6.2
2023-11-27 7:00:00,0.0,6.5
2023-11-27 8:00:00,0.0,6.2
2023-11-27 9:00:00,0.1,6.0
2023-11-27 10:00:00,0.4,6.5
2023-11-27 11:00:00,1.5,6.2
2023-11-27 12:00:00,3.4,6.3
2023-11-27 13:00:00,7.1,6.3
2023-11-27 14:00:00,6.1,6.4
2023-11-27 15:00:00,18.4,6.3
2023-11-27 16:00:00,2.3,6.3
2023-11-27 17:00:00,0.1,6.3
2023-11-27 18:00:00,0.0,9.1
2023-11-27 19:00:00,0.0,9.1
2023-11-27 20:00:00,0.0,9.4
2023-11-27 21:00:00,0.0,9.7
2023-11-27 22:00:00,0.0,10.0
2023-11-27 23:00:00,0.0,10.2
