date,Production(KWh),Consumption(KWh)
2023-08-23 0:00:00,0.0,7.8
2023-08-23 1:00:00,0.0,7.1
2023-08-23 2:00:00,0.0,6.0
2023-08-23 3:00:00,0.0,6.3
2023-08-23 4:00:00,0.0,6.7
2023-08-23 5:00:00,0.0,7.0
2023-08-23 6:00:00,0.2,6.9
2023-08-23 7:00:00,4.7,6.8
2023-08-23 8:00:00,16.1,5.5
2023-08-23 9:00:00,27.8,7.0
2023-08-23 10:00:00,35.7,6.8
2023-08-23 11:00:00,39.9,9.3
2023-08-23 12:00:00,31.7,11.9
2023-08-23 13:00:00,32.2,12.0
2023-08-23 14:00:00,30.2,12.4
2023-08-23 15:00:00,21.8,12.0
2023-08-23 16:00:00,15.2,12.0
2023-08-23 17:00:00,14.1,11.9
2023-08-23 18:00:00,5.1,12.1
2023-08-23 19:00:00,0.4,12.1
2023-08-23 20:00:00,0.0,11.8
2023-08-23 21:00:00,0.0,12.2
2023-08-23 22:00:00,0.0,6.8
2023-08-23 23:00:00,0.0,8.5
