date,Production(KWh),Consumption(KWh)
2023-10-29 0:00:00,0.0,6.6
2023-10-29 1:00:00,0.0,6.8
2023-10-29 2:00:00,0.0,6.8
2023-10-29 3:00:00,0.0,6.8
2023-10-29 4:00:00,0.0,6.8
2023-10-29 5:00:00,0.0,6.7
2023-10-29 6:00:00,0.0,4.9
2023-10-29 7:00:00,0.1,4.9
2023-10-29 8:00:00,4.4,6.9
2023-10-29 9:00:00,22.9,8.9
2023-10-29 10:00:00,33.9,6.4
2023-10-29 11:00:00,39.5,5.9
2023-10-29 12:00:00,41.6,5.9
2023-10-29 13:00:00,40.8,7.0
2023-10-29 14:00:00,37.6,6.9
2023-10-29 15:00:00,30.1,6.7
2023-10-29 16:00:00,18.7,7.1
2023-10-29 17:00:00,4.3,6.8
2023-10-29 18:00:00,0.0,6.1
2023-10-29 19:00:00,0.0,4.9
2023-10-29 20:00:00,0.0,5.9
2023-10-29 21:00:00,0.0,6.7
2023-10-29 22:00:00,0.0,6.9
2023-10-29 23:00:00,0.0,6.3
