date,Discharge(W),Charge(W),Production(W),Consumption(W),Feed-in(W),From grid(W),State of Charge(%)
2020-10-08 0:0:00,0.0,0.12,0.0,5.77,0.0,5.89,10.0
2020-10-08 0:15:00,0.0,1.83,0.0,99.44000000000001,0.0,101.27,10.0
2020-10-08 0:30:00,0.0,1.8200000000000007,0.0,77.92,0.0,79.74,10.0
2020-10-08 0:45:00,0.0,1.8100000000000005,0.0,58.63,0.0,60.44,10.0
2020-10-08 1:0:00,0.0,1.8000000000000007,0.0,57.50000000000001,0.0,59.3,10.0
2020-10-08 1:15:00,0.0,1.8200000000000007,0.0,55.099999999999994,0.0,56.920000000000016,9.0
2020-10-08 1:30:00,0.0,1.8100000000000005,0.0,74.38999999999999,0.0,76.2,9.0
2020-10-08 1:45:00,0.0,1.8200000000000007,0.0,63.47000000000001,0.0,65.29,9.0
2020-10-08 2:0:00,0.0,1.83,0.0,64.5,0.0,66.33000000000001,9.0
2020-10-08 2:15:00,0.0,1.8400000000000003,0.0,52.57000000000001,0.0,54.410000000000004,9.0
2020-10-08 2:30:00,0.0,1.9,0.0,57.83999999999999,0.0,59.74000000000001,9.0
2020-10-08 2:45:00,0.0,1.9,0.0,63.06999999999999,0.0,64.97,9.0
2020-10-08 3:0:00,0.0,1.9499999999999993,0.0,71.96000000000001,0.0,73.90999999999998,9.0
2020-10-08 3:15:00,0.0,1.9399999999999995,0.0,63.410000000000004,0.0,65.35,9.0
2020-10-08 3:30:00,0.0,1.9000000000000004,0.0,57.86,0.0,59.76,9.0
2020-10-08 3:45:00,0.0,1.8100000000000005,0.0,82.07000000000001,0.0,83.88,9.0
2020-10-08 4:0:00,0.0,1.8200000000000007,0.0,67.59,0.0,69.41000000000001,9.0
2020-10-08 4:15:00,0.0,1.8100000000000005,0.0,72.50999999999999,0.0,74.32,9.0
2020-10-08 4:30:00,0.0,1.8100000000000005,0.0,65.67,0.0,67.47999999999999,9.0
2020-10-08 4:45:00,0.0,1.8599999999999999,0.0,55.07,0.0,56.92999999999999,9.0
2020-10-08 5:0:00,0.0,2.4499999999999993,0.0,78.17999999999998,0.0,80.63000000000001,9.0
2020-10-08 5:15:00,0.0,1.92,0.0,51.480000000000004,0.0,53.39999999999999,9.0
2020-10-08 5:30:00,0.0,1.9099999999999997,0.0,62.46999999999999,0.0,64.38000000000001,9.0
2020-10-08 5:45:00,0.0,558.0,0.0,73.10000000000001,0.0,631.1000000000001,9.0
2020-10-08 6:0:00,0.0,825.0,0.0,69.53,0.0,894.5299999999999,14.0
2020-10-08 6:15:00,0.0,825.0,0.0,59.76,0.0,884.76,23.0
2020-10-08 6:30:00,0.0,825.0,0.0,62.50000000000001,0.0,887.5,30.0
2020-10-08 6:45:00,0.0,650.8649999999999,0.0,127.60499999999999,0.0,778.47,39.0
2020-10-08 7:0:00,0.0,825.0,0.0,116.52,0.0,941.52,45.0
2020-10-08 7:15:00,0.0,825.0,0.0,128.67,0.0,953.67,53.0
2020-10-08 7:30:00,0.0,825.0,0.0,69.07000000000001,0.0,894.07,60.0
2020-10-08 7:45:00,0.0,825.0,0.0,59.83,0.0,884.8300000000003,69.0
2020-10-08 8:0:00,0.0,825.06,0.0,59.17,0.0,884.23,76.0
2020-10-08 8:15:00,31.879999999999995,119.63,0.0,52.75000000000001,0.0,140.49999999999997,85.0
2020-10-08 8:30:00,89.68999999999998,0.0,0.0,97.67999999999999,0.0,7.99,86.0
2020-10-08 8:45:00,364.1399999999999,0.0,0.0,441.9,0.0,79.09000000000002,85.0
2020-10-08 9:0:00,60.71000000000001,0.0,0.0,68.24000000000001,0.0,7.529999999999999,82.0
2020-10-08 9:15:00,56.440000000000005,0.0,0.0,64.22,0.0,7.78,81.0
2020-10-08 9:30:00,41.37,2.6550000000000002,0.0,60.985000000000014,0.0,22.270000000000007,80.0
2020-10-08 9:45:00,70.85,0.0,0.0,75.32999999999998,0.0,4.4799999999999995,78.0
2020-10-08 10:0:00,62.21,0.0,0.0,70.42,0.0,8.21,77.0
2020-10-08 10:15:00,75.45999999999998,0.0,0.0,83.58,0.0,8.12,77.0
2020-10-08 10:30:00,66.18,0.0,0.0,73.5,0.0,7.319999999999999,76.0
2020-10-08 10:45:00,57.63999999999999,0.0,0.0,65.27000000000001,0.0,7.630000000000001,75.0
2020-10-08 11:0:00,61.280000000000015,0.0,0.0,67.5,0.0,6.220000000000001,74.0
2020-10-08 11:15:00,487.32000000000005,0.0,0.0,592.14,0.0,105.01,73.0
2020-10-08 11:30:00,778.5999999999999,0.0,0.0,1143.75,0.0,365.15,67.0
2020-10-08 11:45:00,572.2299999999999,0.0,0.0,645.07,0.0,80.73,58.0
2020-10-08 12:0:00,398.24,0.0,0.0,409.46999999999997,0.0,14.599999999999998,51.0
2020-10-08 12:15:00,227.98999999999998,0.0,0.0,230.48,0.0,8.34,45.0
2020-10-08 12:30:00,121.45,0.0,0.0,127.47000000000001,0.0,6.02,42.0
2020-10-08 12:45:00,46.48000000000001,0.0,0.0,54.24000000000001,0.0,7.759999999999998,41.0
2020-10-08 13:0:00,65.69000000000001,0.0,0.0,70.2,0.0,4.51,40.0
2020-10-08 13:15:00,72.95999999999997,0.0,0.0,79.52,0.0,6.5600000000000005,39.0
2020-10-08 13:30:00,61.90999999999999,0.0,0.0,69.89000000000001,0.0,7.98,38.0
2020-10-08 13:45:00,87.83,0.0,0.0,92.60999999999999,0.0,4.780000000000001,37.0
2020-10-08 14:0:00,48.74,0.0,0.0,57.029999999999994,0.0,8.29,35.0
2020-10-08 14:15:00,59.37,0.0,0.0,65.07999999999998,0.0,5.710000000000001,34.0
2020-10-08 14:30:00,42.99,0.0,0.0,51.71000000000001,0.0,8.72,34.0
2020-10-08 14:45:00,54.25000000000002,0.0,0.0,60.480000000000004,0.0,6.2299999999999995,33.0
2020-10-08 15:0:00,53.41000000000001,0.0,0.0,61.37,0.0,7.959999999999999,32.0
2020-10-08 15:15:00,67.43,0.0,0.0,72.58,0.0,5.15,31.0
2020-10-08 15:30:00,50.40000000000001,0.0,0.0,58.49,0.0,8.09,30.0
2020-10-08 15:45:00,44.96,0.0,0.0,52.33,0.0,7.369999999999999,30.0
2020-10-08 16:0:00,54.68000000000002,0.0,0.0,63.33,0.0,8.650000000000002,29.0
2020-10-08 16:15:00,41.96,0.0,0.0,50.470000000000006,0.0,8.510000000000002,28.0
2020-10-08 16:30:00,84.52,0.0,0.0,89.49,0.0,4.970000000000001,28.0
2020-10-08 16:45:00,76.86,0.0,0.0,82.7,0.0,5.840000000000001,27.0
2020-10-08 17:0:00,71.90999999999998,0.0,0.0,76.69,0.0,4.78,26.0
2020-10-08 17:15:00,54.749999999999986,0.0,0.0,62.08999999999999,0.0,7.340000000000001,25.0
2020-10-08 17:30:00,51.940000000000005,0.0,0.0,58.32,0.0,6.380000000000001,24.0
2020-10-08 17:45:00,69.53000000000002,0.0,0.0,75.97999999999999,0.0,6.450000000000001,24.0
2020-10-08 18:0:00,424.44,0.0,0.0,433.54,0.0,12.85,23.0
2020-10-08 18:15:00,313.14000000000004,0.0,0.0,330.21000000000004,0.0,17.189999999999998,17.0
2020-10-08 18:30:00,306.15999999999997,0.0,0.0,322.45000000000005,0.0,16.389999999999997,14.0
2020-10-08 18:45:00,0.0,2.769999999999999,0.0,161.28,0.0,164.04999999999998,10.0
2020-10-08 19:0:00,14.11,1.5099999999999998,0.0,295.36,0.0,282.76,10.0
2020-10-08 19:15:00,1.27,1.71,0.0,327.16999999999996,0.0,327.60999999999996,10.0
2020-10-08 19:30:00,0.0,1.9100000000000001,0.0,206.07,0.0,207.98000000000002,10.0
2020-10-08 19:45:00,0.0,1.8999999999999995,0.0,228.96999999999997,0.0,230.87,10.0
2020-10-08 20:0:00,0.0,1.9399999999999995,0.0,115.98,0.0,117.92,10.0
2020-10-08 20:15:00,0.0,1.92,0.0,138.88000000000002,0.0,140.8,10.0
2020-10-08 20:30:00,0.0,1.88,0.0,140.80999999999997,0.0,142.69,10.0
2020-10-08 20:45:00,0.0,1.8100000000000005,0.0,113.69000000000003,0.0,115.49999999999999,10.0
2020-10-08 21:0:00,0.0,1.8000000000000007,0.0,120.09,0.0,121.88999999999999,10.0
2020-10-08 21:15:00,0.0,1.8200000000000003,0.0,108.49,0.0,110.31,10.0
2020-10-08 21:30:00,0.0,1.9299999999999993,0.0,123.10999999999999,0.0,125.04000000000003,10.0
2020-10-08 21:45:00,0.0,1.9399999999999995,0.0,124.25999999999999,0.0,126.19999999999999,10.0
2020-10-08 22:0:00,0.0,1.9199999999999995,0.0,126.21000000000001,0.0,128.13,10.0
2020-10-08 22:15:00,0.0,1.9499999999999993,0.0,109.98,0.0,111.92999999999999,10.0
2020-10-08 22:30:00,0.0,1.9399999999999995,0.0,117.74,0.0,119.68,10.0
2020-10-08 22:45:00,0.0,1.9499999999999993,0.0,111.05000000000001,0.0,113.0,10.0
2020-10-08 23:0:00,0.0,1.9499999999999993,0.0,122.16,0.0,124.11,10.0
2020-10-08 23:15:00,0.0,1.9499999999999993,0.0,122.34,0.0,124.29,10.0
2020-10-08 23:30:00,0.0,1.9499999999999993,0.0,99.93999999999998,0.0,101.88999999999999,10.0
2020-10-08 23:45:00,0.0,1.9499999999999993,0.0,86.50999999999998,0.0,88.46000000000001,10.0
2020-10-08 24:0:00,0.0,1.8199999999999994,0.0,62.800000000000004,0.0,64.61999999999999,10.0
