date,Production(KWh),Consumption(KWh)
2023-08-29 0:00:00,12.331201,6.909783
2023-08-29 1:00:00,7.1867666,6.881415
2023-08-29 2:00:00,7.1092668,6.0780888
2023-08-29 3:00:00,7.1462,6.4790373
2023-08-29 4:00:00,6.24135,6.63695
2023-08-29 5:00:00,5.2079,6.6344023
2023-08-29 6:00:00,6.6807747,6.4519033
2023-08-29 7:00:00,7.11655,6.611412
2023-08-29 8:00:00,7.3229,6.71241
2023-08-29 9:00:00,7.6822004,6.332715
2023-08-29 10:00:00,6.338225,6.9319067
2023-08-29 11:00:00,8.905267,7.0840807
2023-08-29 12:00:00,11.961451,7.614835
2023-08-29 13:00:00,9.5848,7.84776
2023-08-29 14:00:00,12.0387335,8.4465065
2023-08-29 15:00:00,12.151267,8.537644
2023-08-29 16:00:00,11.002026,9.6884575
2023-08-29 17:00:00,12.36365,9.327829
2023-08-29 18:00:00,12.6522,9.221913
2023-08-29 19:00:00,12.1987,8.462167
2023-08-29 20:00:00,9.157566,8.325853
2023-08-29 21:00:00,10.304917,8.580032
2023-08-29 22:00:00,11.311384,7.9047265
2023-08-29 23:00:00,12.317849,7.66143
