date,Production(KWh),Consumption(KWh)
2023-09-23 0:00:00,0.0,12.15
2023-09-23 1:00:00,0.0,11.89
2023-09-23 2:00:00,0.0,11.63
2023-09-23 3:00:00,0.0,8.86
2023-09-23 4:00:00,0.0,4.83
2023-09-23 5:00:00,0.0,7.37
2023-09-23 6:00:00,0.0,7.19
2023-09-23 7:00:00,2.89,7.16
2023-09-23 8:00:00,14.75,7.13
2023-09-23 9:00:00,28.18,9.41
2023-09-23 10:00:00,38.77,9.28
2023-09-23 11:00:00,44.75,9.4
2023-09-23 12:00:00,47.13,9.38
2023-09-23 13:00:00,46.79,9.44
2023-09-23 14:00:00,43.2,9.3
2023-09-23 15:00:00,37.0,8.52
2023-09-23 16:00:00,27.74,9.92
2023-09-23 17:00:00,14.05,9.81
2023-09-23 18:00:00,2.33,9.69
2023-09-23 19:00:00,0.0,9.86
2023-09-23 20:00:00,0.0,9.6
2023-09-23 21:00:00,0.0,9.61
2023-09-23 22:00:00,0.0,9.47
2023-09-23 23:00:00,0.0,6.1
