date,Production(KWh),Consumption(KWh)
2023-12-21 0:00:00,0.0,11.4758
2023-12-21 1:00:00,0.0,11.5151
2023-12-21 2:00:00,0.0,9.3473
2023-12-21 3:00:00,0.0,8.9785
2023-12-21 4:00:00,0.0,8.4567995
2023-12-21 5:00:00,0.0,7.9351
2023-12-21 6:00:00,0.0,8.311967
2023-12-21 7:00:00,0.21627486,8.688833
2023-12-21 8:00:00,1.4445004,8.318833
2023-12-21 9:00:00,11.352474,7.9488335
2023-12-21 10:00:00,27.79885,8.1316
2023-12-21 11:00:00,36.219326,8.238033
2023-12-21 12:00:00,37.159897,8.220401
2023-12-21 13:00:00,32.634125,8.2654
2023-12-21 14:00:00,19.303276,8.3174
2023-12-21 15:00:00,8.644151,11.2029
2023-12-21 16:00:00,0.29062545,11.2029
2023-12-21 17:00:00,0.0,11.1134
2023-12-21 18:00:00,0.0,11.0239
2023-12-21 19:00:00,0.0,11.272533
2023-12-21 20:00:00,0.0,11.521167
2023-12-21 21:00:00,0.0,11.7698
2023-12-21 22:00:00,0.0,11.12975
2023-12-21 23:00:00,0.0,8.4375
