date,Discharge(KW),Charge(KW),Production(KW),Consumption(KW),Feed-in(KW),From grid(KW),State of Charge(%)
2020-06-25 0:00:00,0.0,0.01,0.0,0.29,0.0,0.3,0.0
2020-06-25 1:00:00,0.0,0.01,0.0,0.26,0.0,0.27,0.0
2020-06-25 2:00:00,0.0,0.33,0.0,0.98,0.0,1.31,0.0
2020-06-25 3:00:00,0.0,0.01,0.0,0.14,0.0,0.15,0.0
2020-06-25 4:00:00,0.0,0.01,0.0,0.28,0.0,0.29,0.0
2020-06-25 5:00:00,0.0,0.01,0.0,0.31,0.0,0.33,0.0
2020-06-25 6:00:00,0.0,0.0,0.01,0.15,0.0,0.14,0.0
2020-06-25 7:00:00,0.0,0.0,0.05,1.42,0.0,1.37,0.0
2020-06-25 8:00:00,0.0,0.0,0.06,1.07,0.0,1.01,0.0
2020-06-25 9:00:00,0.0,0.06,0.18,0.59,0.0,0.47,0.0
2020-06-25 10:00:00,0.0,0.33,0.46,0.93,0.0,0.8,0.0
2020-06-25 11:00:00,0.0,0.57,0.76,0.21,0.0,0.03,2.0
2020-06-25 12:00:00,0.0,1.01,1.15,0.16,0.0,0.02,8.0
2020-06-25 13:00:00,0.0,1.19,1.28,0.12,0.0,0.02,18.0
2020-06-25 14:00:00,0.0,1.31,1.45,0.17,0.0,0.03,31.0
2020-06-25 15:00:00,0.0,1.61,1.79,0.21,0.0,0.03,45.0
2020-06-25 16:00:00,0.0,1.66,1.77,0.15,0.0,0.03,62.0
2020-06-25 17:00:00,0.0,1.54,1.63,0.12,0.0,0.03,80.0
2020-06-25 18:00:00,0.0,1.16,1.36,0.15,0.07,0.03,95.0
2020-06-25 19:00:00,0.12,0.11,1.08,0.55,0.56,0.01,100.0
2020-06-25 20:00:00,0.51,0.04,0.15,0.65,0.01,0.04,99.0
2020-06-25 21:00:00,1.24,0.0,0.0,1.57,0.0,0.34,92.0
2020-06-25 22:00:00,0.92,0.0,0.0,1.06,0.01,0.15,77.0
2020-06-25 23:00:00,0.22,0.0,0.0,0.25,0.0,0.03,67.0
