date,Discharge(KW),Charge(KW),Production(KW),Consumption(KW),Feed-in(KW),From grid(KW),State of Charge(%)
2020-10-03 0:00:00,0.0,0.02,0.0,0.36,0.0,0.39,0.0
2020-10-03 1:00:00,0.0,0.01,0.0,0.22,0.0,0.23,0.0
2020-10-03 2:00:00,0.0,0.01,0.0,0.23,0.0,0.24,0.0
2020-10-03 3:00:00,0.0,0.01,0.0,0.16,0.0,0.17,0.0
2020-10-03 4:00:00,0.0,0.01,0.0,0.16,0.0,0.16,0.0
2020-10-03 5:00:00,0.0,0.32,0.0,0.31,0.0,0.63,0.0
2020-10-03 6:00:00,0.0,0.01,0.0,0.41,0.0,0.42,0.0
2020-10-03 7:00:00,0.0,0.01,0.0,0.33,0.0,0.33,0.0
2020-10-03 8:00:00,0.0,0.05,0.05,0.42,0.0,0.42,0.0
2020-10-03 9:00:00,0.0,0.11,0.11,0.52,0.0,0.52,0.0
2020-10-03 10:00:00,0.18,0.2,0.26,1.17,0.0,0.93,0.0
2020-10-03 11:00:00,0.18,0.34,0.4,1.74,0.0,1.5,0.0
2020-10-03 12:00:00,0.49,0.39,0.79,2.01,0.02,1.14,2.0
2020-10-03 13:00:00,0.3,0.37,0.67,0.95,0.03,0.38,0.0
2020-10-03 14:00:00,0.1,0.54,0.98,0.58,0.01,0.05,1.0
2020-10-03 15:00:00,0.22,0.54,1.05,0.75,0.01,0.04,6.0
2020-10-03 16:00:00,0.04,0.4,0.58,0.25,0.01,0.03,9.0
2020-10-03 17:00:00,0.4,0.14,0.32,0.61,0.01,0.05,13.0
2020-10-03 18:00:00,0.7,0.01,0.0,5.56,0.0,4.87,10.0
2020-10-03 19:00:00,0.0,0.01,0.0,5.34,0.0,5.34,0.0
2020-10-03 20:00:00,0.0,0.01,0.0,3.83,0.0,3.84,0.0
2020-10-03 21:00:00,0.0,0.01,0.0,2.45,0.0,2.46,0.0
2020-10-03 22:00:00,0.0,0.01,0.0,3.17,0.0,3.17,0.0
2020-10-03 23:00:00,0.0,0.33,0.0,1.63,0.0,1.95,0.0
