date,Discharge(KW),Charge(KW),Production(KW),Consumption(KW),Feed-in(KW),From grid(KW),State of Charge(%)
2020-12-04 0:00:00,0.0,0.01,0.0,0.09,0.0,0.1,0.0
2020-12-04 1:00:00,0.0,0.3,0.0,0.11,0.0,0.41,0.0
2020-12-04 2:00:00,0.0,1.0,0.0,0.09,0.0,1.09,0.0
2020-12-04 3:00:00,0.0,1.0,0.0,0.18,0.0,1.18,10.0
2020-12-04 4:00:00,0.0,0.96,0.0,0.19,0.0,1.14,19.0
2020-12-04 5:00:00,0.0,0.02,0.0,0.18,0.0,0.2,28.0
2020-12-04 6:00:00,0.0,0.0,0.0,0.16,0.0,0.16,29.0
2020-12-04 7:00:00,0.0,0.0,0.0,1.79,0.0,1.79,28.0
2020-12-04 8:00:00,0.0,0.11,0.11,1.46,0.0,1.46,27.0
2020-12-04 9:00:00,1.05,0.01,0.2,1.71,0.01,0.48,27.0
2020-12-04 10:00:00,0.0,0.19,0.43,0.27,0.0,0.03,16.0
2020-12-04 11:00:00,0.0,0.69,0.76,0.1,0.0,0.03,18.0
2020-12-04 12:00:00,0.33,0.7,1.06,0.84,0.01,0.16,25.0
2020-12-04 13:00:00,1.51,0.13,1.31,3.6,0.02,0.92,29.0
2020-12-04 14:00:00,0.71,0.71,1.41,1.59,0.01,0.2,13.0
2020-12-04 15:00:00,1.0,0.46,1.3,2.17,0.02,0.35,12.0
2020-12-04 16:00:00,0.0,0.8,1.07,0.29,0.0,0.03,5.0
2020-12-04 17:00:00,0.0,0.59,0.76,0.2,0.0,0.03,14.0
2020-12-04 18:00:00,0.38,0.04,0.24,0.61,0.01,0.05,19.0
2020-12-04 19:00:00,0.28,0.01,0.1,0.42,0.0,0.04,17.0
2020-12-04 20:00:00,0.55,0.0,0.0,0.62,0.01,0.06,14.0
2020-12-04 21:00:00,0.35,0.0,0.0,0.38,0.0,0.03,6.0
2020-12-04 22:00:00,0.07,0.01,0.0,0.61,0.0,0.55,2.0
2020-12-04 23:00:00,0.0,0.01,0.0,0.28,0.0,0.29,0.0
