date,Discharge(KW),Charge(KW),Production(KW),Consumption(KW),Feed-in(KW),From grid(KW),State of Charge(%)
2020-07-10 0:00:00,0.0,0.01,0.0,0.34,0.0,0.34,10.0
2020-07-10 1:00:00,0.0,0.01,0.0,0.33,0.0,0.33,9.0
2020-07-10 2:00:00,0.0,0.17,0.0,0.2,0.0,0.37,9.0
2020-07-10 3:00:00,0.0,0.01,0.0,0.13,0.0,0.14,10.0
2020-07-10 4:00:00,0.0,0.01,0.0,0.13,0.0,0.14,10.0
2020-07-10 5:00:00,0.0,0.01,0.0,0.13,0.0,0.14,10.0
2020-07-10 6:00:00,0.0,0.01,0.0,0.24,0.0,0.25,10.0
2020-07-10 7:00:00,0.0,0.01,0.0,0.56,0.0,0.56,10.0
2020-07-10 8:00:00,0.0,0.0,0.0,2.29,0.0,2.29,10.0
2020-07-10 9:00:00,0.0,0.03,0.09,1.21,0.0,1.15,10.0
2020-07-10 10:00:00,0.0,0.07,0.21,1.82,0.0,1.68,10.0
2020-07-10 11:00:00,0.0,0.03,0.29,2.5,0.0,2.23,10.0
2020-07-10 12:00:00,0.0,0.01,0.27,1.86,0.0,1.61,10.0
2020-07-10 13:00:00,0.0,0.0,0.1,2.83,0.0,2.73,10.0
2020-07-10 14:00:00,0.0,0.0,0.09,1.57,0.0,1.48,10.0
2020-07-10 15:00:00,0.0,0.0,0.07,0.43,0.0,0.36,10.0
2020-07-10 16:00:00,0.0,0.0,0.03,2.12,0.0,2.09,10.0
2020-07-10 17:00:00,0.0,0.01,0.0,1.7,0.0,1.7,10.0
2020-07-10 18:00:00,0.0,0.01,0.0,2.38,0.0,2.39,9.0
2020-07-10 19:00:00,0.0,0.01,0.0,1.59,0.0,1.6,9.0
2020-07-10 20:00:00,0.0,0.01,0.0,1.13,0.0,1.14,9.0
2020-07-10 21:00:00,0.0,0.01,0.0,0.83,0.0,0.84,9.0
2020-07-10 22:00:00,0.0,0.01,0.0,0.47,0.0,0.48,9.0
2020-07-10 23:00:00,0.0,0.01,0.0,0.46,0.0,0.47,9.0
