date,Production(KWh),Consumption(KWh)
2023-08-22 0:00:00,8.144853,7.4183474
2023-08-22 1:00:00,8.048239,7.6703763
2023-08-22 2:00:00,7.873714,7.3754787
2023-08-22 3:00:00,7.8324385,7.268787
2023-08-22 4:00:00,7.785833,7.1158586
2023-08-22 5:00:00,7.6626453,6.7216864
2023-08-22 6:00:00,7.8564725,6.6830378
2023-08-22 7:00:00,8.364493,7.4226756
2023-08-22 8:00:00,9.184706,7.9654126
2023-08-22 9:00:00,10.207982,8.011579
2023-08-22 10:00:00,9.488968,10.357658
2023-08-22 11:00:00,10.1445465,10.79622
2023-08-22 12:00:00,10.467844,11.195164
2023-08-22 13:00:00,10.851813,10.901248
2023-08-22 14:00:00,10.939715,10.745704
2023-08-22 15:00:00,10.987146,10.63009
2023-08-22 16:00:00,11.050714,11.24874
2023-08-22 17:00:00,11.076176,11.213411
2023-08-22 18:00:00,10.944888,10.850615
2023-08-22 19:00:00,10.778148,10.919977
2023-08-22 20:00:00,10.376444,10.898608
2023-08-22 21:00:00,9.858732,10.2688055
2023-08-22 22:00:00,9.200098,9.917531
2023-08-22 23:00:00,8.717938,9.138479
