date,Production(KWh),Consumption(KWh)
2023-10-22 0:00:00,6.74609,5.880944
2023-10-22 1:00:00,6.5802016,5.938562
2023-10-22 2:00:00,6.6181974,5.8372884
2023-10-22 3:00:00,6.669026,5.997391
2023-10-22 4:00:00,6.819059,5.9149013
2023-10-22 5:00:00,6.7907667,5.8639116
2023-10-22 6:00:00,6.806274,5.940981
2023-10-22 7:00:00,6.825554,5.848617
2023-10-22 8:00:00,6.9921045,6.052098
2023-10-22 9:00:00,6.9891896,5.357071
2023-10-22 10:00:00,6.9999547,5.856501
2023-10-22 11:00:00,7.3123035,6.109927
2023-10-22 12:00:00,7.4992805,6.260058
2023-10-22 13:00:00,7.538474,6.11595
2023-10-22 14:00:00,7.73267,6.118097
2023-10-22 15:00:00,7.8270593,6.6166058
2023-10-22 16:00:00,7.9132876,6.6371617
2023-10-22 17:00:00,8.218874,6.0895057
2023-10-22 18:00:00,7.0596642,6.793453
2023-10-22 19:00:00,7.36325,6.731692
2023-10-22 20:00:00,7.6530027,6.8112783
2023-10-22 21:00:00,8.216412,7.4486217
2023-10-22 22:00:00,8.2066765,7.4792585
2023-10-22 23:00:00,7.9736705,6.280513
