date,Production(KWh),Consumption(KWh)
2023-08-27 0:00:00,7.320844,7.317422
2023-08-27 1:00:00,6.8736625,6.8191504
2023-08-27 2:00:00,6.666904,6.812495
2023-08-27 3:00:00,6.617768,6.4628572
2023-08-27 4:00:00,6.7522097,6.099641
2023-08-27 5:00:00,4.045543,5.3980026
2023-08-27 6:00:00,4.010752,5.5915494
2023-08-27 7:00:00,3.9114568,5.3981276
2023-08-27 8:00:00,3.7782865,5.4083123
2023-08-27 9:00:00,3.5891252,5.6039214
2023-08-27 10:00:00,3.799782,5.4995723
2023-08-27 11:00:00,4.2168636,5.268334
2023-08-27 12:00:00,4.6654806,5.621161
2023-08-27 13:00:00,5.1532044,5.6486955
2023-08-27 14:00:00,6.063168,5.6359076
2023-08-27 15:00:00,6.7867837,5.9164696
2023-08-27 16:00:00,7.148248,5.910526
2023-08-27 17:00:00,7.4392343,5.8638077
2023-08-27 18:00:00,7.760526,6.2635255
2023-08-27 19:00:00,7.788377,6.0643473
2023-08-27 20:00:00,7.81745,5.9177423
2023-08-27 21:00:00,7.6528916,5.9801745
2023-08-27 22:00:00,7.3154554,6.1814528
2023-08-27 23:00:00,6.810494,5.7753377
