date,Production(KWh),Consumption(KWh)
2023-10-21 0:00:00,8.799252,8.236845
2023-10-21 1:00:00,8.037036,7.9256077
2023-10-21 2:00:00,7.3695216,7.5093527
2023-10-21 3:00:00,6.916777,7.3745255
2023-10-21 4:00:00,6.660776,6.7635446
2023-10-21 5:00:00,6.6421003,6.2565866
2023-10-21 6:00:00,6.521185,6.188257
2023-10-21 7:00:00,6.5477734,6.2910576
2023-10-21 8:00:00,6.755739,6.2212553
2023-10-21 9:00:00,6.9654865,6.607693
2023-10-21 10:00:00,7.0098004,6.357524
2023-10-21 11:00:00,7.2596526,6.3200097
2023-10-21 12:00:00,7.9419193,6.371971
2023-10-21 13:00:00,8.584425,6.728076
2023-10-21 14:00:00,9.018237,6.3572245
2023-10-21 15:00:00,9.6166525,6.6841702
2023-10-21 16:00:00,9.850481,6.823393
2023-10-21 17:00:00,9.934618,6.774104
2023-10-21 18:00:00,7.420928,6.389041
2023-10-21 19:00:00,7.5821986,6.3607864
2023-10-21 20:00:00,7.622251,6.212391
2023-10-21 21:00:00,7.4657993,6.129435
2023-10-21 22:00:00,7.4167237,6.018921
2023-10-21 23:00:00,6.9937725,6.005036
