date,Production(KWh),Consumption(KWh)
2023-08-23 0:00:00,8.207847,8.639437
2023-08-23 1:00:00,7.7900343,8.407556
2023-08-23 2:00:00,7.534196,8.11697
2023-08-23 3:00:00,7.372753,7.9166656
2023-08-23 4:00:00,7.1664577,7.292005
2023-08-23 5:00:00,7.0266514,7.3241224
2023-08-23 6:00:00,6.8225884,7.015748
2023-08-23 7:00:00,6.8025513,7.031512
2023-08-23 8:00:00,7.1133156,7.844324
2023-08-23 9:00:00,7.514137,8.314617
2023-08-23 10:00:00,7.9541435,9.541958
2023-08-23 11:00:00,8.212959,10.054916
2023-08-23 12:00:00,8.639043,11.072017
2023-08-23 13:00:00,8.94012,11.457518
2023-08-23 14:00:00,9.031846,11.650974
2023-08-23 15:00:00,9.002323,11.462661
2023-08-23 16:00:00,8.87439,11.407014
2023-08-23 17:00:00,8.595362,11.089483
2023-08-23 18:00:00,8.737431,10.870802
2023-08-23 19:00:00,8.822654,11.139533
2023-08-23 20:00:00,8.737911,10.899271
2023-08-23 21:00:00,8.669889,9.836129
2023-08-23 22:00:00,8.441634,8.839364
2023-08-23 23:00:00,8.117629,8.252088
