date,Discharge(KW),Charge(KW),Production(KW),Consumption(KW),Feed-in(KW),From grid(KW),State of Charge(%)
2020-06-25 0:00:00,0.57,0.0,0.0,0.61,0.0,0.05,74.0
2020-06-25 1:00:00,0.31,0.0,0.0,0.38,0.0,0.07,68.0
2020-06-25 2:00:00,0.44,0.0,0.0,0.46,0.0,0.03,63.0
2020-06-25 3:00:00,0.02,1.18,0.0,0.17,0.0,1.33,57.0
2020-06-25 4:00:00,0.0,1.44,0.0,0.63,0.0,2.06,68.0
2020-06-25 5:00:00,0.0,1.5,0.0,0.11,0.0,1.61,82.0
2020-06-25 6:00:00,0.8,0.09,0.01,0.91,0.0,0.19,96.0
2020-06-25 7:00:00,0.21,0.0,0.05,0.33,0.0,0.06,87.0
2020-06-25 8:00:00,0.19,0.01,0.1,0.31,0.01,0.04,85.0
2020-06-25 9:00:00,0.04,0.1,0.24,0.18,0.02,0.02,82.0
2020-06-25 10:00:00,0.02,0.24,0.42,0.2,0.02,0.02,82.0
2020-06-25 11:00:00,0.0,0.56,0.75,0.18,0.02,0.02,83.0
2020-06-25 12:00:00,0.0,0.9,1.19,0.29,0.02,0.02,88.0
2020-06-25 13:00:00,0.0,0.23,1.34,0.18,0.94,0.0,95.0
2020-06-25 14:00:00,0.0,0.01,1.8,0.45,1.34,0.0,100.0
2020-06-25 15:00:00,0.0,0.01,1.59,0.26,1.33,0.0,100.0
2020-06-25 16:00:00,0.0,0.01,1.08,0.18,0.89,0.0,100.0
2020-06-25 17:00:00,0.01,0.01,0.52,0.16,0.36,0.0,100.0
2020-06-25 18:00:00,0.05,0.06,0.3,0.27,0.03,0.01,100.0
2020-06-25 19:00:00,0.0,0.2,0.51,0.17,0.15,0.0,99.0
2020-06-25 20:00:00,0.09,0.0,0.15,0.23,0.02,0.01,100.0
2020-06-25 21:00:00,0.08,0.0,0.02,0.13,0.0,0.03,99.0
2020-06-25 22:00:00,0.1,0.0,0.0,0.13,0.0,0.03,97.0
2020-06-25 23:00:00,0.07,0.0,0.0,0.1,0.0,0.03,96.0
