date,Discharge(KW),Charge(KW),Production(KW),Consumption(KW),Feed-in(KW),From grid(KW),State of Charge(%)
2020-09-11 0:00:00,0.0,0.01,0.0,0.75,0.0,0.76,10.0
2020-09-11 1:00:00,0.0,0.01,0.0,0.41,0.0,0.41,9.0
2020-09-11 2:00:00,0.0,0.01,0.0,0.36,0.0,0.37,9.0
2020-09-11 3:00:00,0.0,0.12,0.0,0.47,0.0,0.59,9.0
2020-09-11 4:00:00,0.0,0.08,0.0,0.39,0.0,0.47,9.0
2020-09-11 5:00:00,0.0,1.35,0.0,0.35,0.0,1.7,10.0
2020-09-11 6:00:00,0.21,1.69,0.0,0.37,0.0,1.85,23.0
2020-09-11 7:00:00,0.61,0.0,0.0,0.63,0.0,0.02,37.0
2020-09-11 8:00:00,0.45,0.0,0.0,0.47,0.0,0.02,29.0
2020-09-11 9:00:00,0.4,0.0,0.0,0.42,0.0,0.02,24.0
2020-09-11 10:00:00,0.42,0.0,0.0,0.46,0.0,0.04,18.0
2020-09-11 11:00:00,0.18,0.01,0.0,0.78,0.0,0.61,12.0
2020-09-11 12:00:00,0.0,0.01,0.0,0.39,0.0,0.4,10.0
2020-09-11 13:00:00,0.0,0.01,0.0,1.38,0.0,1.39,10.0
2020-09-11 14:00:00,0.0,0.01,0.0,0.47,0.0,0.48,10.0
2020-09-11 15:00:00,0.0,0.01,0.0,0.61,0.0,0.61,10.0
2020-09-11 16:00:00,0.0,0.01,0.0,0.97,0.0,0.97,10.0
2020-09-11 17:00:00,0.0,0.01,0.0,1.6,0.0,1.61,10.0
2020-09-11 18:00:00,0.0,0.01,0.0,0.92,0.0,0.93,10.0
2020-09-11 19:00:00,0.0,0.01,0.0,0.82,0.0,0.82,9.0
2020-09-11 20:00:00,0.0,0.01,0.0,0.98,0.0,0.99,9.0
2020-09-11 21:00:00,0.0,0.01,0.0,0.65,0.0,0.66,9.0
2020-09-11 22:00:00,0.0,0.01,0.0,0.5,0.0,0.51,9.0
2020-09-11 23:00:00,0.0,0.01,0.0,0.45,0.0,0.46,9.0
