date,Discharge(KW),Charge(KW),Production(KW),Consumption(KW),Feed-in(KW),From grid(KW),State of Charge(%)
2020-07-28 0:00:00,0.0,0.01,0.0,0.3,0.0,0.3,10.0
2020-07-28 1:00:00,0.0,0.01,0.0,0.44,0.0,0.45,10.0
2020-07-28 2:00:00,0.0,0.01,0.0,0.21,0.0,0.22,9.0
2020-07-28 3:00:00,0.0,0.01,0.0,0.27,0.0,0.28,9.0
2020-07-28 4:00:00,0.0,0.01,0.0,0.47,0.0,0.48,9.0
2020-07-28 5:00:00,0.0,1.37,0.0,0.24,0.0,1.61,9.0
2020-07-28 6:00:00,0.0,3.3,0.0,0.68,0.0,3.98,22.0
2020-07-28 7:00:00,0.0,3.3,0.0,0.43,0.0,3.73,54.0
2020-07-28 8:00:00,0.29,0.3,0.0,0.37,0.0,0.37,86.0
2020-07-28 9:00:00,0.47,0.0,0.0,0.49,0.0,0.02,85.0
2020-07-28 10:00:00,0.45,0.0,0.0,0.51,0.0,0.06,80.0
2020-07-28 11:00:00,0.58,0.0,0.0,0.6,0.0,0.02,73.0
2020-07-28 12:00:00,1.12,0.0,0.0,1.09,0.0,0.02,66.0
2020-07-28 13:00:00,0.6,0.0,0.0,0.62,0.0,0.02,53.0
2020-07-28 14:00:00,0.53,0.0,0.0,0.56,0.0,0.02,45.0
2020-07-28 15:00:00,0.36,0.0,0.0,0.39,0.0,0.03,39.0
2020-07-28 16:00:00,0.41,0.0,0.0,0.43,0.0,0.03,34.0
2020-07-28 17:00:00,0.43,0.0,0.0,0.46,0.0,0.03,29.0
2020-07-28 18:00:00,1.04,0.0,0.0,1.33,0.0,0.3,23.0
2020-07-28 19:00:00,0.0,0.01,0.0,0.34,0.0,0.34,10.0
2020-07-28 20:00:00,0.0,0.01,0.0,0.56,0.0,0.56,10.0
2020-07-28 21:00:00,0.0,0.01,0.0,0.46,0.0,0.47,10.0
2020-07-28 22:00:00,0.0,0.01,0.0,0.54,0.0,0.55,10.0
2020-07-28 23:00:00,0.0,0.01,0.0,0.46,0.0,0.47,10.0
