date,Discharge(KW),Charge(KW),Production(KW),Consumption(KW),Feed-in(KW),From grid(KW),State of Charge(%)
2020-12-20 0:00:00,0.0,0.34,0.0,0.63,0.0,0.97,8.0
2020-12-20 1:00:00,0.0,0.01,0.0,0.43,0.0,0.43,10.0
2020-12-20 2:00:00,0.0,0.01,0.0,0.28,0.0,0.29,10.0
2020-12-20 3:00:00,0.0,0.01,0.0,0.18,0.0,0.18,10.0
2020-12-20 4:00:00,0.0,0.01,0.0,0.22,0.0,0.23,10.0
2020-12-20 5:00:00,0.0,0.01,0.0,0.26,0.0,0.26,10.0
2020-12-20 6:00:00,0.0,0.01,0.0,0.19,0.0,0.2,10.0
2020-12-20 7:00:00,0.0,0.01,0.0,0.28,0.0,0.29,10.0
2020-12-20 8:00:00,0.0,0.01,0.0,0.73,0.0,0.74,9.0
2020-12-20 9:00:00,0.0,0.01,0.0,0.41,0.0,0.42,9.0
2020-12-20 10:00:00,0.0,0.01,0.0,0.39,0.0,0.4,9.0
2020-12-20 11:00:00,0.0,0.01,0.0,0.63,0.0,0.64,9.0
2020-12-20 12:00:00,0.0,0.01,0.0,0.85,0.0,0.86,9.0
2020-12-20 13:00:00,0.0,0.01,0.0,0.43,0.0,0.44,9.0
2020-12-20 14:00:00,0.0,0.01,0.0,0.56,0.0,0.57,9.0
2020-12-20 15:00:00,0.0,0.01,0.0,1.05,0.0,1.06,8.0
2020-12-20 16:00:00,0.0,0.01,0.0,1.38,0.0,1.39,8.0
2020-12-20 17:00:00,0.0,0.01,0.0,1.19,0.0,1.19,8.0
2020-12-20 18:00:00,0.0,0.01,0.0,0.71,0.0,0.72,8.0
2020-12-20 19:00:00,0.0,0.01,0.0,0.72,0.0,0.73,8.0
2020-12-20 20:00:00,0.0,0.01,0.0,1.71,0.0,1.72,8.0
2020-12-20 21:00:00,0.0,0.01,0.0,0.82,0.0,0.83,8.0
2020-12-20 22:00:00,0.0,0.34,0.0,0.72,0.0,1.06,8.0
2020-12-20 23:00:00,0.0,0.01,0.0,0.61,0.0,0.62,10.0
