date,Discharge(KW),Charge(KW),Production(KW),Consumption(KW),Feed-in(KW),From grid(KW),State of Charge(%)
2020-01-09 0:00:00,0.0,0.01,0.0,0.78,0.0,0.78,8.0
2020-01-09 1:00:00,0.0,0.01,0.0,0.81,0.0,0.81,8.0
2020-01-09 2:00:00,0.0,0.35,0.0,1.11,0.0,1.46,8.0
2020-01-09 3:00:00,0.0,0.01,0.0,0.7,0.0,0.71,10.0
2020-01-09 4:00:00,0.0,0.01,0.0,0.7,0.0,0.71,10.0
2020-01-09 5:00:00,0.0,0.01,0.0,0.77,0.0,0.78,10.0
2020-01-09 6:00:00,0.0,0.01,0.0,1.09,0.0,1.1,10.0
2020-01-09 7:00:00,0.0,0.01,0.02,4.72,0.0,4.71,10.0
2020-01-09 8:00:00,0.0,0.01,0.11,1.55,0.0,1.45,10.0
2020-01-09 9:00:00,0.02,0.26,0.68,1.16,0.0,0.72,10.0
2020-01-09 10:00:00,0.02,0.62,1.05,0.49,0.01,0.04,11.0
2020-01-09 11:00:00,0.02,0.6,1.03,0.49,0.01,0.04,16.0
2020-01-09 12:00:00,0.0,0.54,1.0,0.49,0.01,0.04,22.0
2020-01-09 13:00:00,0.0,0.84,1.31,0.5,0.01,0.04,27.0
2020-01-09 14:00:00,0.0,0.75,1.19,0.43,0.02,0.01,33.0
2020-01-09 15:00:00,0.02,0.3,0.75,0.46,0.02,0.01,40.0
2020-01-09 16:00:00,0.25,0.05,0.51,0.72,0.01,0.02,42.0
2020-01-09 17:00:00,0.19,0.0,0.26,0.49,0.0,0.04,40.0
2020-01-09 18:00:00,0.27,0.0,0.19,0.55,0.0,0.09,38.0
2020-01-09 19:00:00,0.63,0.0,0.06,0.9,0.0,0.21,33.0
2020-01-09 20:00:00,0.58,0.0,0.0,0.72,0.0,0.14,26.0
2020-01-09 21:00:00,0.5,0.0,0.0,0.61,0.0,0.11,18.0
2020-01-09 22:00:00,0.22,0.0,0.0,0.54,0.0,0.33,13.0
2020-01-09 23:00:00,0.0,0.01,0.0,0.8,0.0,0.81,10.0
