date,Discharge(KW),Charge(KW),Production(KW),Consumption(KW),Feed-in(KW),From grid(KW),State of Charge(%)
2020-11-16 0:00:00,0.0,0.01,0.0,0.45,0.0,0.46,9.0
2020-11-16 1:00:00,0.0,0.01,0.0,0.42,0.0,0.42,9.0
2020-11-16 2:00:00,0.0,0.01,0.0,0.33,0.0,0.34,9.0
2020-11-16 3:00:00,0.0,0.01,0.0,0.36,0.0,0.36,9.0
2020-11-16 4:00:00,0.0,0.01,0.0,0.33,0.0,0.34,9.0
2020-11-16 5:00:00,0.0,0.01,0.0,0.39,0.0,0.4,8.0
2020-11-16 6:00:00,0.0,0.01,0.0,1.28,0.0,1.29,8.0
2020-11-16 7:00:00,0.0,0.01,0.0,4.81,0.0,4.82,8.0
2020-11-16 8:00:00,0.0,0.01,0.0,1.91,0.0,1.92,8.0
2020-11-16 9:00:00,0.0,0.01,0.0,0.9,0.0,0.91,8.0
2020-11-16 10:00:00,0.0,0.01,0.01,0.81,0.0,0.81,8.0
2020-11-16 11:00:00,0.0,0.34,0.04,1.02,0.0,1.32,8.0
2020-11-16 12:00:00,0.0,0.01,0.05,0.4,0.0,0.36,10.0
2020-11-16 13:00:00,0.0,0.01,0.03,1.21,0.0,1.19,10.0
2020-11-16 14:00:00,0.0,0.01,0.02,1.11,0.0,1.1,10.0
2020-11-16 15:00:00,0.0,0.01,0.01,1.31,0.0,1.31,10.0
2020-11-16 16:00:00,0.0,0.01,0.0,1.28,0.0,1.28,10.0
2020-11-16 17:00:00,0.0,0.01,0.0,0.94,0.0,0.95,10.0
2020-11-16 18:00:00,0.0,0.01,0.0,0.88,0.0,0.88,9.0
2020-11-16 19:00:00,0.0,0.01,0.0,0.76,0.0,0.76,9.0
2020-11-16 20:00:00,0.0,0.01,0.0,1.18,0.0,1.18,9.0
2020-11-16 21:00:00,0.0,0.01,0.0,1.06,0.0,1.07,9.0
2020-11-16 22:00:00,0.0,0.01,0.0,0.34,0.0,0.35,9.0
2020-11-16 23:00:00,0.0,0.01,0.0,0.24,0.0,0.25,9.0
