Date,True,dLinear,TimesNet,True Prod,Prod
2023-08-20 21:00:00,6.761675,7.6138105,6.8801794,3.5969498,2.9310493
2023-08-20 22:00:00,6.489,7.547443,6.792436,2.9205248,7.7234545
2023-08-20 23:00:00,6.2742996,7.399914,6.335263,4.47585,6.412777
2023-08-21 00:00:00,6.4042,7.3683186,6.473668,2.4210503,5.1225266
2023-08-21 01:00:00,6.6728997,7.376324,6.8105445,12.201526,5.6217866
2023-08-21 02:00:00,6.82085,7.295319,6.576952,6.6333256,5.655938
2023-08-21 03:00:00,6.9009504,7.2852654,6.521654,1.9948246,4.973145
2023-08-21 04:00:00,6.7004666,7.30667,6.7721667,3.2415502,3.9089673
2023-08-21 05:00:00,5.4986,7.148797,6.88658,2.4621255,2.2716918
2023-08-21 06:00:00,6.6674,6.9685926,6.3267674,1.2290004,1.2743081
2023-08-21 07:00:00,6.32945,6.995212,6.2722235,0.029375449,0.7026948
2023-08-21 08:00:00,8.72785,7.0176287,6.71971,0.030949667,0.7632514
2023-08-21 09:00:00,12.9390335,7.0422845,6.776926,0.51942426,1.1151801
2023-08-21 10:00:00,10.603,7.438919,7.184566,3.39785,2.1651587
2023-08-21 10:00:00,10.603,11.434848,8.945235,7.4636245,2.3668706
2023-08-21 11:00:00,9.781533,11.689789,9.329344,8.937025,3.004771
2023-08-21 12:00:00,11.9833,11.668936,9.266223,4.5137506,1.662438
2023-08-21 13:00:00,11.80925,11.470404,9.444555,7.9744005,4.8235326
2023-08-21 14:00:00,12.0157995,11.560358,9.334193,18.623775,14.925503
2023-08-21 15:00:00,11.8015,11.407221,9.442375,13.446099,15.474779
2023-08-21 16:00:00,11.96276,11.403012,9.404538,9.256776,6.0270667
2023-08-21 17:00:00,9.53715,11.595298,9.539892,4.79255,1.8008462
2023-08-21 18:00:00,11.958099,11.444657,9.808892,2.0161753,1.020478
2023-08-21 19:00:00,10.8723,10.762514,9.200098,0.14785005,0.6711821
2023-08-21 20:00:00,10.150634,9.765131,8.85611,0.08700143,0.7281821
2023-08-21 21:00:00,12.092167,8.806206,8.341785,1.7130756,1.242062
2023-08-21 22:00:00,8.601733,8.324626,7.9795165,6.6540504,2.9000435
