date,Production(KWh),Consumption(KWh)
2023-09-28 0:00:00,0.0,9.83
2023-09-28 1:00:00,0.0,9.24
2023-09-28 2:00:00,0.0,8.33
2023-09-28 3:00:00,0.0,7.53
2023-09-28 4:00:00,0.0,6.9
2023-09-28 5:00:00,0.0,6.71
2023-09-28 6:00:00,0.0,6.89
2023-09-28 7:00:00,0.0,7.28
2023-09-28 8:00:00,0.0,7.56
2023-09-28 9:00:00,0.0,7.81
2023-09-28 10:00:00,0.0,7.97
2023-09-28 11:00:00,0.0,8.25
2023-09-28 12:00:00,0.0,8.94
2023-09-28 13:00:00,0.0,9.9
2023-09-28 14:00:00,0.0,10.84
2023-09-28 15:00:00,0.0,11.85
2023-09-28 16:00:00,0.0,12.55
2023-09-28 17:00:00,2.9,12.8
2023-09-28 18:00:00,0.26,12.65
2023-09-28 19:00:00,0.0,10.87
2023-09-28 20:00:00,0.0,10.85
2023-09-28 21:00:00,0.0,10.44
2023-09-28 22:00:00,0.0,10.29
2023-09-28 23:00:00,0.0,10.04
