date,Production(KWh),Consumption(KWh)
2023-08-29 0:00:00,0.0,7.89
2023-08-29 1:00:00,0.0,7.69
2023-08-29 2:00:00,0.0,7.44
2023-08-29 3:00:00,0.0,7.88
2023-08-29 4:00:00,0.0,7.87
2023-08-29 5:00:00,0.0,8.19
2023-08-29 6:00:00,0.11,8.27
2023-08-29 7:00:00,3.81,7.92
2023-08-29 8:00:00,15.21,7.5
2023-08-29 9:00:00,26.94,7.28
2023-08-29 10:00:00,35.17,7.5
2023-08-29 11:00:00,40.34,7.92
2023-08-29 12:00:00,42.46,8.74
2023-08-29 13:00:00,44.61,9.84
2023-08-29 14:00:00,41.92,10.88
2023-08-29 15:00:00,36.02,11.49
2023-08-29 16:00:00,27.04,11.71
2023-08-29 17:00:00,13.76,11.56
2023-08-29 18:00:00,4.85,11.32
2023-08-29 19:00:00,0.27,11.37
2023-08-29 20:00:00,0.0,11.78
2023-08-29 21:00:00,0.0,11.88
2023-08-29 22:00:00,0.0,11.58
2023-08-29 23:00:00,0.0,11.07
