date,Production(KWh),Consumption(KWh)
2023-08-26 0:00:00,0.0,6.99
2023-08-26 1:00:00,0.0,6.85
2023-08-26 2:00:00,0.0,6.92
2023-08-26 3:00:00,0.0,7.06
2023-08-26 4:00:00,0.0,7.02
2023-08-26 5:00:00,0.0,6.35
2023-08-26 6:00:00,0.11,6.34
2023-08-26 7:00:00,3.99,6.61
2023-08-26 8:00:00,14.92,7.2
2023-08-26 9:00:00,26.12,7.95
2023-08-26 10:00:00,34.11,8.71
2023-08-26 11:00:00,38.93,9.49
2023-08-26 12:00:00,41.89,10.3
2023-08-26 13:00:00,43.38,10.87
2023-08-26 14:00:00,40.86,11.11
2023-08-26 15:00:00,35.31,11.21
2023-08-26 16:00:00,22.9,11.22
2023-08-26 17:00:00,13.73,11.28
2023-08-26 18:00:00,5.06,11.35
2023-08-26 19:00:00,0.91,11.06
2023-08-26 20:00:00,0.0,10.39
2023-08-26 21:00:00,0.0,9.69
2023-08-26 22:00:00,0.0,8.75
2023-08-26 23:00:00,0.0,7.95
