date,Discharge(W),Charge(W),Production(W),Consumption(W),Feed-in(W),From grid(W),State of Charge(%)
2020-09-30 0:0:00,0.0,0.12,0.0,0.3,0.0,0.42,31.0
2020-09-30 0:1:00,0.0,0.12,0.0,0.32,0.0,0.44,31.0
2020-09-30 0:2:00,0.0,0.12,0.0,0.32,0.0,0.44,31.0
2020-09-30 0:3:00,0.0,0.12,0.0,0.32,0.0,0.44,31.0
2020-09-30 0:4:00,0.0,0.12,0.0,0.32,0.0,0.44,31.0
2020-09-30 0:5:00,0.0,0.12,0.0,0.32,0.0,0.44,31.0
2020-09-30 0:6:00,0.0,0.12,0.0,0.3,0.0,0.42,31.0
2020-09-30 0:7:00,0.0,0.12,0.0,0.32,0.0,0.44,31.0
2020-09-30 0:8:00,0.0,0.12,0.0,0.32,0.0,0.44,31.0
2020-09-30 0:9:00,0.0,0.12,0.0,0.32,0.0,0.44,31.0
2020-09-30 0:10:00,0.0,0.12,0.0,0.3,0.0,0.42,31.0
2020-09-30 0:11:00,0.0,0.12,0.0,0.3,0.0,0.42,31.0
2020-09-30 0:12:00,0.0,0.12,0.0,0.3,0.0,0.42,31.0
2020-09-30 0:13:00,0.0,0.12,0.0,0.32,0.0,0.44,31.0
2020-09-30 0:14:00,0.0,0.12,0.0,0.32,0.0,0.44,31.0
2020-09-30 0:15:00,0.0,0.12,0.0,0.3,0.0,0.42,31.0
2020-09-30 0:16:00,0.0,0.12,0.0,0.3,0.0,0.42,31.0
2020-09-30 0:17:00,0.0,0.12,0.0,0.32,0.0,0.44,31.0
2020-09-30 0:18:00,0.0,0.12,0.0,0.3,0.0,0.42,31.0
2020-09-30 0:19:00,0.0,0.12,0.0,0.32,0.0,0.44,31.0
2020-09-30 0:20:00,0.0,0.12,0.0,0.3,0.0,0.42,31.0
2020-09-30 0:21:00,0.0,0.12,0.0,0.3,0.0,0.42,31.0
2020-09-30 0:22:00,0.0,0.12,0.0,0.32,0.0,0.44,31.0
2020-09-30 0:23:00,0.0,0.12,0.0,0.32,0.0,0.44,31.0
2020-09-30 0:24:00,0.0,0.12,0.0,0.32,0.0,0.44,31.0
2020-09-30 0:25:00,0.0,0.12,0.0,0.32,0.0,0.44,31.0
2020-09-30 0:26:00,0.0,0.12,0.0,0.32,0.0,0.44,31.0
2020-09-30 0:27:00,0.0,0.12,0.0,0.32,0.0,0.44,31.0
2020-09-30 0:28:00,0.0,0.12,0.0,0.3,0.0,0.42,31.0
2020-09-30 0:29:00,0.0,0.12,0.0,0.3,0.0,0.42,31.0
2020-09-30 0:30:00,0.0,0.12,0.0,0.3,0.0,0.42,31.0
2020-09-30 0:31:00,0.0,0.12,0.0,0.28,0.0,0.4,31.0
2020-09-30 0:32:00,0.0,0.12,0.0,0.3,0.0,0.42,31.0
2020-09-30 0:33:00,0.0,0.12,0.0,0.3,0.0,0.42,31.0
2020-09-30 0:34:00,0.0,0.12,0.0,0.32,0.0,0.44,31.0
2020-09-30 0:35:00,0.0,0.12,0.0,0.32,0.0,0.44,31.0
2020-09-30 0:36:00,0.0,0.12,0.0,0.3,0.0,0.42,31.0
2020-09-30 0:37:00,0.0,0.12,0.0,0.3,0.0,0.42,31.0
2020-09-30 0:38:00,0.0,0.12,0.0,0.32,0.0,0.44,31.0
2020-09-30 0:39:00,0.0,0.12,0.0,0.32,0.0,0.44,31.0
2020-09-30 0:40:00,0.0,0.12,0.0,0.28,0.0,0.4,31.0
2020-09-30 0:41:00,0.0,0.12,0.0,0.28,0.0,0.4,31.0
2020-09-30 0:42:00,0.0,0.12,0.0,0.3,0.0,0.42,31.0
2020-09-30 0:43:00,0.0,0.12,0.0,0.3,0.0,0.42,31.0
2020-09-30 0:44:00,0.0,0.12,0.0,0.28,0.0,0.4,31.0
2020-09-30 0:45:00,0.0,0.12,0.0,0.3,0.0,0.42,31.0
2020-09-30 0:46:00,0.0,0.12,0.0,0.3,0.0,0.42,31.0
2020-09-30 0:47:00,0.0,0.12,0.0,0.3,0.0,0.42,31.0
2020-09-30 0:48:00,0.0,0.12,0.0,0.32,0.0,0.44,31.0
2020-09-30 0:49:00,0.0,0.12,0.0,0.3,0.0,0.42,31.0
2020-09-30 0:50:00,0.0,0.12,0.0,0.32,0.0,0.44,31.0
2020-09-30 0:51:00,0.0,0.12,0.0,0.3,0.0,0.42,31.0
2020-09-30 0:52:00,0.0,0.12,0.0,0.32,0.0,0.44,31.0
2020-09-30 0:53:00,0.0,0.12,0.0,0.33,0.0,0.45,31.0
2020-09-30 0:54:00,0.0,0.12,0.0,0.32,0.0,0.44,31.0
2020-09-30 0:55:00,0.0,0.12,0.0,0.33,0.0,0.45,31.0
2020-09-30 0:56:00,0.0,0.12,0.0,0.35,0.0,0.47,31.0
2020-09-30 0:57:00,0.0,0.12,0.0,0.33,0.0,0.45,31.0
2020-09-30 0:58:00,0.0,0.12,0.0,0.33,0.0,0.45,31.0
2020-09-30 0:59:00,0.0,0.12,0.0,0.33,0.0,0.45,31.0
2020-09-30 1:0:00,0.0,0.12,0.0,0.33,0.0,0.45,31.0
2020-09-30 1:1:00,0.0,0.12,0.0,0.32,0.0,0.44,31.0
2020-09-30 1:2:00,0.0,0.12,0.0,0.32,0.0,0.44,31.0
2020-09-30 1:3:00,0.0,0.12,0.0,0.32,0.0,0.44,31.0
2020-09-30 1:4:00,0.0,0.12,0.0,0.35,0.0,0.47,31.0
2020-09-30 1:5:00,0.0,0.12,0.0,0.35,0.0,0.47,31.0
2020-09-30 1:6:00,0.0,0.12,0.0,0.33,0.0,0.45,31.0
2020-09-30 1:7:00,0.0,0.12,0.0,0.32,0.0,0.44,31.0
2020-09-30 1:8:00,0.0,0.12,0.0,0.33,0.0,0.45,31.0
2020-09-30 1:9:00,0.0,0.12,0.0,0.33,0.0,0.45,31.0
2020-09-30 1:10:00,0.0,0.12,0.0,0.33,0.0,0.45,31.0
2020-09-30 1:11:00,0.0,0.12,0.0,0.33,0.0,0.45,31.0
2020-09-30 1:12:00,0.0,0.12,0.0,0.33,0.0,0.45,31.0
2020-09-30 1:13:00,0.0,0.12,0.0,0.32,0.0,0.44,31.0
2020-09-30 1:14:00,0.0,0.12,0.0,0.33,0.0,0.45,31.0
2020-09-30 1:15:00,0.0,0.12,0.0,0.33,0.0,0.45,31.0
2020-09-30 1:16:00,0.0,0.12,0.0,0.32,0.0,0.44,31.0
2020-09-30 1:17:00,1.03,0.0,0.0,2.62,0.0,1.59,31.0
2020-09-30 1:18:00,1.75,0.0,0.0,2.23,0.0,0.48,31.0
2020-09-30 1:19:00,1.65,0.0,0.0,2.1,0.0,0.45,31.0
2020-09-30 1:20:00,1.62,0.0,0.0,2.08,0.0,0.46,31.0
2020-09-30 1:21:00,1.68,0.0,0.0,2.12,0.0,0.44,31.0
2020-09-30 1:22:00,1.62,0.0,0.0,2.07,0.0,0.45,31.0
2020-09-30 1:23:00,1.58,0.0,0.0,2.08,0.0,0.5,31.0
2020-09-30 1:24:00,1.42,0.0,0.0,2.02,0.0,0.6,31.0
2020-09-30 1:25:00,1.57,0.0,0.0,2.07,0.0,0.5,31.0
2020-09-30 1:26:00,1.6,0.0,0.0,2.03,0.0,0.43,31.0
2020-09-30 1:27:00,1.57,0.0,0.0,2.05,0.0,0.48,31.0
2020-09-30 1:28:00,1.55,0.0,0.0,2.02,0.0,0.47,31.0
2020-09-30 1:29:00,1.52,0.0,0.0,2.0,0.0,0.48,31.0
2020-09-30 1:30:00,1.52,0.0,0.0,1.95,0.0,0.43,31.0
2020-09-30 1:31:00,1.43,0.0,0.0,2.0,0.0,0.57,31.0
2020-09-30 1:32:00,1.73,0.0,0.0,2.03,0.0,0.3,31.0
2020-09-30 1:33:00,1.5,0.0,0.0,1.9,0.0,0.4,31.0
2020-09-30 1:34:00,1.47,0.0,0.0,1.97,0.0,0.5,30.0
2020-09-30 1:35:00,1.42,0.0,0.0,1.92,0.0,0.5,30.0
2020-09-30 1:36:00,1.38,0.0,0.0,1.93,0.0,0.55,30.0
2020-09-30 1:37:00,1.45,0.0,0.0,1.9,0.0,0.45,30.0
2020-09-30 1:38:00,1.47,0.0,0.0,1.93,0.0,0.46,30.0
2020-09-30 1:39:00,0.92,0.0,0.0,1.12,0.0,0.2,30.0
2020-09-30 1:40:00,0.0,0.1,0.0,0.3,0.0,0.4,30.0
2020-09-30 1:41:00,0.0,0.12,0.0,0.32,0.0,0.44,30.0
2020-09-30 1:42:00,0.0,0.12,0.0,0.3,0.0,0.42,30.0
2020-09-30 1:43:00,0.0,0.12,0.0,0.3,0.0,0.42,30.0
2020-09-30 1:44:00,0.0,0.12,0.0,0.32,0.0,0.44,30.0
2020-09-30 1:45:00,0.0,0.12,0.0,0.3,0.0,0.42,30.0
2020-09-30 1:46:00,0.0,0.12,0.0,0.32,0.0,0.44,30.0
2020-09-30 1:47:00,0.0,0.12,0.0,0.32,0.0,0.44,30.0
2020-09-30 1:48:00,0.0,0.12,0.0,0.33,0.0,0.45,30.0
2020-09-30 1:49:00,0.0,0.12,0.0,0.32,0.0,0.44,30.0
2020-09-30 1:50:00,0.0,0.12,0.0,0.33,0.0,0.45,30.0
2020-09-30 1:51:00,0.0,0.12,0.0,0.32,0.0,0.44,30.0
2020-09-30 1:52:00,0.0,0.12,0.0,0.33,0.0,0.45,30.0
2020-09-30 1:53:00,0.0,0.12,0.0,0.32,0.0,0.44,30.0
2020-09-30 1:54:00,0.0,0.12,0.0,0.32,0.0,0.44,30.0
2020-09-30 1:55:00,0.0,0.12,0.0,0.33,0.0,0.45,30.0
2020-09-30 1:56:00,0.0,0.12,0.0,0.3,0.0,0.42,30.0
2020-09-30 1:57:00,0.0,0.12,0.0,0.32,0.0,0.44,30.0
2020-09-30 1:58:00,0.0,0.12,0.0,0.32,0.0,0.44,30.0
2020-09-30 1:59:00,0.0,0.12,0.0,0.3,0.0,0.42,30.0
2020-09-30 2:0:00,0.0,0.12,0.0,0.33,0.0,0.45,30.0
2020-09-30 2:1:00,0.0,0.12,0.0,0.33,0.0,0.45,30.0
2020-09-30 2:2:00,0.0,0.13,0.0,0.32,0.0,0.45,30.0
2020-09-30 2:3:00,0.0,0.12,0.0,0.3,0.0,0.42,30.0
2020-09-30 2:4:00,0.0,0.12,0.0,0.32,0.0,0.44,30.0
2020-09-30 2:5:00,0.0,0.12,0.0,0.32,0.0,0.44,30.0
2020-09-30 2:6:00,0.0,0.12,0.0,0.32,0.0,0.44,30.0
2020-09-30 2:7:00,0.0,0.13,0.0,0.32,0.0,0.45,30.0
2020-09-30 2:8:00,0.0,0.12,0.0,0.32,0.0,0.44,30.0
2020-09-30 2:9:00,0.0,0.12,0.0,0.32,0.0,0.44,30.0
2020-09-30 2:10:00,0.0,0.12,0.0,0.32,0.0,0.44,30.0
2020-09-30 2:11:00,0.0,0.12,0.0,0.32,0.0,0.44,30.0
2020-09-30 2:12:00,0.0,0.12,0.0,0.33,0.0,0.45,30.0
2020-09-30 2:13:00,0.0,0.12,0.0,0.3,0.0,0.42,30.0
2020-09-30 2:14:00,0.0,0.12,0.0,0.33,0.0,0.45,30.0
2020-09-30 2:15:00,0.0,0.12,0.0,0.33,0.0,0.45,30.0
2020-09-30 2:16:00,0.0,0.12,0.0,0.33,0.0,0.45,30.0
2020-09-30 2:17:00,0.0,0.12,0.0,0.35,0.0,0.47,30.0
2020-09-30 2:18:00,0.0,0.12,0.0,0.35,0.0,0.47,30.0
2020-09-30 2:19:00,0.0,0.12,0.0,0.35,0.0,0.47,30.0
2020-09-30 2:20:00,0.0,0.12,0.0,0.33,0.0,0.45,30.0
2020-09-30 2:21:00,0.0,0.12,0.0,0.32,0.0,0.44,30.0
2020-09-30 2:22:00,0.0,0.13,0.0,0.32,0.0,0.45,30.0
2020-09-30 2:23:00,0.0,0.13,0.0,0.32,0.0,0.45,30.0
2020-09-30 2:24:00,0.0,0.12,0.0,0.32,0.0,0.44,30.0
2020-09-30 2:25:00,0.0,0.13,0.0,0.32,0.0,0.45,30.0
2020-09-30 2:26:00,0.0,0.13,0.0,0.32,0.0,0.45,30.0
2020-09-30 2:27:00,0.0,0.13,0.0,0.33,0.0,0.46,30.0
2020-09-30 2:28:00,0.0,0.13,0.0,0.33,0.0,0.46,30.0
2020-09-30 2:29:00,0.0,0.13,0.0,0.33,0.0,0.46,30.0
2020-09-30 2:30:00,0.0,0.12,0.0,0.33,0.0,0.45,30.0
2020-09-30 2:31:00,0.0,0.12,0.0,0.33,0.0,0.45,30.0
2020-09-30 2:32:00,0.0,0.12,0.0,0.32,0.0,0.44,30.0
2020-09-30 2:33:00,0.0,0.12,0.0,0.32,0.0,0.44,30.0
2020-09-30 2:34:00,0.0,0.13,0.0,0.33,0.0,0.46,30.0
2020-09-30 2:35:00,0.0,0.12,0.0,0.33,0.0,0.45,30.0
2020-09-30 2:36:00,0.0,0.12,0.0,0.33,0.0,0.45,30.0
2020-09-30 2:37:00,0.0,0.12,0.0,0.32,0.0,0.44,30.0
2020-09-30 2:38:00,0.0,0.12,0.0,0.32,0.0,0.44,30.0
2020-09-30 2:39:00,0.0,0.12,0.0,0.35,0.0,0.47,30.0
2020-09-30 2:40:00,0.0,0.12,0.0,0.33,0.0,0.45,30.0
2020-09-30 2:41:00,0.0,0.12,0.0,0.35,0.0,0.47,30.0
2020-09-30 2:42:00,0.0,0.12,0.0,0.35,0.0,0.47,30.0
2020-09-30 2:43:00,0.0,0.13,0.0,0.33,0.0,0.46,30.0
2020-09-30 2:44:00,0.0,0.18,0.0,0.515,0.0,0.6950000000000001,30.0
2020-09-30 2:45:00,0.0,0.23,0.0,0.7,0.0,0.93,30.0
2020-09-30 2:46:00,0.0,0.12,0.0,0.35,0.0,0.47,30.0
2020-09-30 2:47:00,0.0,0.13,0.0,0.35,0.0,0.48,30.0
2020-09-30 2:48:00,0.0,0.12,0.0,0.35,0.0,0.47,30.0
2020-09-30 2:49:00,0.0,0.12,0.0,0.33,0.0,0.45,30.0
2020-09-30 2:50:00,0.0,0.13,0.0,0.35,0.0,0.48,30.0
2020-09-30 2:51:00,0.0,0.13,0.0,0.35,0.0,0.48,30.0
2020-09-30 2:52:00,0.0,0.13,0.0,0.35,0.0,0.48,30.0
2020-09-30 2:53:00,0.0,0.13,0.0,0.33,0.0,0.46,30.0
2020-09-30 2:54:00,0.0,0.13,0.0,0.35,0.0,0.48,30.0
2020-09-30 2:55:00,0.0,0.13,0.0,0.35,0.0,0.48,30.0
2020-09-30 2:56:00,0.0,0.13,0.0,0.35,0.0,0.48,30.0
2020-09-30 2:57:00,0.0,0.13,0.0,0.35,0.0,0.48,30.0
2020-09-30 2:58:00,0.0,0.13,0.0,0.35,0.0,0.48,30.0
2020-09-30 2:59:00,0.0,0.13,0.0,0.35,0.0,0.48,30.0
2020-09-30 3:0:00,0.0,0.13,0.0,0.35,0.0,0.48,30.0
2020-09-30 3:1:00,0.0,0.13,0.0,0.35,0.0,0.48,30.0
2020-09-30 3:2:00,0.0,0.13,0.0,0.33,0.0,0.46,30.0
2020-09-30 3:3:00,0.0,0.0,0.0,1.05,0.0,1.05,30.0
2020-09-30 3:4:00,1.8,0.0,0.0,2.22,0.0,0.42,30.0
2020-09-30 3:5:00,1.68,0.0,0.0,2.18,0.0,0.5,30.0
2020-09-30 3:6:00,1.77,0.0,0.0,2.08,0.0,0.31,30.0
2020-09-30 3:7:00,1.7,0.0,0.0,2.0,0.0,0.3,30.0
2020-09-30 3:8:00,1.57,0.0,0.05,2.1,0.0,0.48,30.0
2020-09-30 3:9:00,1.55,0.0,0.0,2.1,0.0,0.55,30.0
2020-09-30 3:10:00,1.57,0.0,0.0,1.98,0.0,0.41,30.0
