date,Discharge(W),Charge(W),Production(W),Consumption(W),Feed-in(W),From grid(W),State of Charge(%)
2020-09-12 0:0:00,0.0,0.12,0.0,0.32,0.0,0.44,97.0
2020-09-12 0:1:00,0.0,0.12,0.0,0.35,0.0,0.47,97.0
2020-09-12 0:2:00,0.0,0.12,0.0,0.32,0.0,0.44,97.0
2020-09-12 0:3:00,0.0,0.12,0.0,0.32,0.0,0.44,97.0
2020-09-12 0:4:00,0.0,0.12,0.0,0.32,0.0,0.44,97.0
2020-09-12 0:5:00,0.0,0.12,0.0,0.32,0.0,0.44,97.0
2020-09-12 0:6:00,0.0,0.12,0.0,0.33,0.0,0.45,97.0
2020-09-12 0:7:00,0.0,0.12,0.0,0.3,0.0,0.42,97.0
2020-09-12 0:8:00,0.0,0.12,0.0,0.3,0.0,0.42,97.0
2020-09-12 0:9:00,0.0,0.12,0.0,0.32,0.0,0.44,97.0
2020-09-12 0:10:00,0.0,0.12,0.0,0.32,0.0,0.44,97.0
2020-09-12 0:11:00,0.0,0.12,0.0,0.32,0.0,0.44,97.0
2020-09-12 0:12:00,0.0,0.12,0.0,0.32,0.0,0.44,97.0
2020-09-12 0:13:00,0.0,0.12,0.0,0.3,0.0,0.42,97.0
2020-09-12 0:14:00,0.0,0.12,0.0,0.3,0.0,0.42,97.0
2020-09-12 0:15:00,0.0,0.12,0.0,0.3,0.0,0.42,97.0
2020-09-12 0:16:00,0.0,0.12,0.0,0.32,0.0,0.44,97.0
2020-09-12 0:17:00,0.0,0.12,0.0,0.28,0.0,0.4,97.0
2020-09-12 0:18:00,0.0,0.12,0.0,0.3,0.0,0.42,97.0
2020-09-12 0:19:00,0.0,0.12,0.0,0.32,0.0,0.44,97.0
2020-09-12 0:20:00,0.0,0.12,0.0,0.32,0.0,0.44,97.0
2020-09-12 0:21:00,0.0,0.12,0.0,0.32,0.0,0.44,97.0
2020-09-12 0:22:00,0.0,0.12,0.0,0.32,0.0,0.44,97.0
2020-09-12 0:23:00,0.0,0.12,0.0,0.32,0.0,0.44,97.0
2020-09-12 0:24:00,0.0,0.12,0.0,0.33,0.0,0.45,97.0
2020-09-12 0:25:00,0.0,0.12,0.0,0.33,0.0,0.45,97.0
2020-09-12 0:26:00,0.0,0.12,0.0,0.33,0.0,0.45,97.0
2020-09-12 0:27:00,38.73,0.0,0.28,2.6,36.41,0.0,97.0
2020-09-12 0:28:00,51.8,0.0,0.33,0.95,51.18,0.0,96.0
2020-09-12 0:29:00,51.8,0.0,0.3,0.92,51.18,0.0,95.0
2020-09-12 0:30:00,51.8,0.0,0.27,0.9,51.17,0.0,95.0
2020-09-12 0:31:00,51.8,0.0,0.23,0.9,51.13,0.0,94.0
2020-09-12 0:32:00,48.25,0.0,0.23,0.87,47.61,0.0,92.0
2020-09-12 0:33:00,0.18,0.0,0.0,0.33,0.0,0.15,92.0
2020-09-12 0:34:00,0.0,0.17,0.0,0.35,0.0,0.52,92.0
2020-09-12 0:35:00,0.0,0.15,0.0,0.33,0.0,0.48,92.0
2020-09-12 0:36:00,0.0,0.15,0.0,0.33,0.0,0.48,92.0
2020-09-12 0:37:00,0.0,0.13,0.0,0.35,0.0,0.48,92.0
2020-09-12 0:38:00,0.0,0.12,0.0,0.33,0.0,0.45,92.0
2020-09-12 0:39:00,0.0,0.12,0.0,0.33,0.0,0.45,92.0
2020-09-12 0:40:00,0.0,0.12,0.0,0.35,0.0,0.47,92.0
2020-09-12 0:41:00,0.0,0.12,0.0,0.35,0.0,0.47,92.0
2020-09-12 0:42:00,0.0,0.12,0.0,0.35,0.0,0.47,92.0
2020-09-12 0:43:00,0.0,0.12,0.0,0.35,0.0,0.47,92.0
2020-09-12 0:44:00,0.0,0.12,0.0,0.33,0.0,0.45,92.0
2020-09-12 0:45:00,0.0,0.12,0.0,0.35,0.0,0.47,92.0
2020-09-12 0:46:00,0.0,0.12,0.0,0.33,0.0,0.45,92.0
2020-09-12 0:47:00,0.0,0.12,0.0,0.33,0.0,0.45,92.0
2020-09-12 0:48:00,0.0,0.12,0.0,0.33,0.0,0.45,92.0
2020-09-12 0:49:00,0.0,0.12,0.0,0.32,0.0,0.44,92.0
2020-09-12 0:50:00,0.0,0.12,0.0,0.33,0.0,0.45,92.0
2020-09-12 0:51:00,0.0,0.13,0.0,0.33,0.0,0.46,92.0
2020-09-12 0:52:00,0.0,0.12,0.0,0.32,0.0,0.44,92.0
2020-09-12 0:53:00,0.0,0.12,0.0,0.32,0.0,0.44,92.0
2020-09-12 0:54:00,0.0,0.13,0.0,0.32,0.0,0.45,92.0
2020-09-12 0:55:00,0.0,0.12,0.0,0.28,0.0,0.4,92.0
2020-09-12 0:56:00,0.0,0.12,0.0,0.3,0.0,0.42,92.0
2020-09-12 0:57:00,0.0,0.12,0.0,0.3,0.0,0.42,92.0
2020-09-12 0:58:00,0.0,0.12,0.0,0.3,0.0,0.42,92.0
2020-09-12 0:59:00,0.0,0.12,0.0,0.28,0.0,0.4,92.0
2020-09-12 1:0:00,0.0,0.12,0.0,0.32,0.0,0.44,92.0
2020-09-12 1:1:00,0.0,0.12,0.0,0.3,0.0,0.42,92.0
2020-09-12 1:2:00,0.0,0.12,0.0,0.28,0.0,0.4,92.0
2020-09-12 1:3:00,0.0,0.13,0.0,0.3,0.0,0.43,92.0
2020-09-12 1:4:00,0.0,0.12,0.0,0.3,0.0,0.42,92.0
2020-09-12 1:5:00,0.0,0.12,0.0,0.3,0.0,0.42,92.0
2020-09-12 1:6:00,0.0,0.12,0.0,0.28,0.0,0.4,92.0
2020-09-12 1:7:00,0.0,0.13,0.0,0.3,0.0,0.43,92.0
2020-09-12 1:8:00,0.0,0.12,0.0,0.3,0.0,0.42,92.0
2020-09-12 1:9:00,0.0,0.12,0.0,0.3,0.0,0.42,92.0
2020-09-12 1:10:00,0.0,0.12,0.0,0.28,0.0,0.4,92.0
2020-09-12 1:11:00,0.0,0.12,0.0,0.28,0.0,0.4,92.0
2020-09-12 1:12:00,0.0,0.12,0.0,0.28,0.0,0.4,92.0
2020-09-12 1:13:00,0.0,0.13,0.0,0.28,0.0,0.41,92.0
2020-09-12 1:14:00,0.0,0.12,0.0,0.3,0.0,0.42,92.0
2020-09-12 1:15:00,0.0,0.12,0.0,0.3,0.0,0.42,92.0
2020-09-12 1:16:00,0.0,0.12,0.0,0.3,0.0,0.42,92.0
2020-09-12 1:17:00,0.0,0.12,0.0,0.32,0.0,0.44,92.0
2020-09-12 1:18:00,0.0,0.12,0.0,0.3,0.0,0.42,92.0
2020-09-12 1:19:00,0.0,0.12,0.0,0.32,0.0,0.44,92.0
2020-09-12 1:20:00,0.0,0.12,0.0,0.3,0.0,0.42,92.0
2020-09-12 1:21:00,0.0,0.12,0.0,0.28,0.0,0.4,92.0
2020-09-12 1:22:00,0.0,0.12,0.0,0.28,0.0,0.4,92.0
2020-09-12 1:23:00,0.0,0.12,0.0,0.3,0.0,0.42,92.0
2020-09-12 1:24:00,0.0,0.13,0.0,0.3,0.0,0.43,92.0
2020-09-12 1:25:00,0.0,0.12,0.0,0.27,0.0,0.39,92.0
2020-09-12 1:26:00,0.0,0.12,0.0,0.3,0.0,0.42,92.0
2020-09-12 1:27:00,0.0,0.12,0.0,0.28,0.0,0.4,92.0
2020-09-12 1:28:00,0.0,0.12,0.0,0.3,0.0,0.42,92.0
2020-09-12 1:29:00,0.0,0.12,0.0,0.32,0.0,0.44,92.0
2020-09-12 1:30:00,0.0,0.12,0.0,0.3,0.0,0.42,92.0
2020-09-12 1:31:00,0.0,0.12,0.0,0.32,0.0,0.44,92.0
2020-09-12 1:32:00,0.0,0.12,0.0,0.33,0.0,0.45,92.0
2020-09-12 1:33:00,0.0,0.12,0.0,0.32,0.0,0.44,92.0
2020-09-12 1:34:00,0.0,0.12,0.0,0.32,0.0,0.44,92.0
2020-09-12 1:35:00,0.0,0.12,0.0,0.3,0.0,0.42,92.0
2020-09-12 1:36:00,0.0,0.12,0.0,0.3,0.0,0.42,92.0
2020-09-12 1:37:00,0.0,0.12,0.0,0.33,0.0,0.45,92.0
2020-09-12 1:38:00,0.0,0.12,0.0,0.32,0.0,0.44,92.0
2020-09-12 1:39:00,0.0,0.12,0.0,0.32,0.0,0.44,92.0
2020-09-12 1:40:00,0.0,0.12,0.0,0.3,0.0,0.42,92.0
2020-09-12 1:41:00,0.0,0.12,0.0,0.3,0.0,0.42,92.0
2020-09-12 1:42:00,0.0,0.12,0.0,0.32,0.0,0.44,92.0
2020-09-12 1:43:00,0.0,0.12,0.0,0.32,0.0,0.44,92.0
2020-09-12 1:44:00,0.0,0.12,0.0,0.32,0.0,0.44,92.0
2020-09-12 1:45:00,0.0,0.12,0.0,0.3,0.0,0.42,92.0
2020-09-12 1:46:00,0.0,0.12,0.0,0.3,0.0,0.42,92.0
2020-09-12 1:47:00,0.0,0.12,0.0,0.28,0.0,0.4,92.0
2020-09-12 1:48:00,0.0,0.12,0.0,0.3,0.0,0.42,92.0
2020-09-12 1:49:00,0.0,0.12,0.0,0.32,0.0,0.44,92.0
2020-09-12 1:50:00,0.0,0.12,0.0,0.3,0.0,0.42,92.0
2020-09-12 1:51:00,0.0,0.12,0.0,0.28,0.0,0.4,92.0
2020-09-12 1:52:00,0.0,0.12,0.0,0.3,0.0,0.42,92.0
2020-09-12 1:53:00,0.0,0.12,0.0,0.3,0.0,0.42,92.0
2020-09-12 1:54:00,0.0,0.13,0.0,0.3,0.0,0.43,92.0
2020-09-12 1:55:00,0.0,0.12,0.0,0.3,0.0,0.42,92.0
2020-09-12 1:56:00,0.82,0.0,0.0,2.28,0.0,1.46,92.0
2020-09-12 1:57:00,1.55,0.0,0.0,2.0,0.0,0.45,92.0
2020-09-12 1:58:00,1.37,0.0,0.0,1.92,0.0,0.55,92.0
2020-09-12 1:59:00,1.42,0.0,0.0,1.95,0.0,0.53,92.0
2020-09-12 2:0:00,1.43,0.0,0.0,1.95,0.0,0.52,92.0
2020-09-12 2:1:00,1.45,0.0,0.0,1.97,0.0,0.52,92.0
2020-09-12 2:2:00,1.5,0.0,0.0,1.95,0.0,0.45,92.0
2020-09-12 2:3:00,1.52,0.0,0.0,2.0,0.0,0.48,92.0
