date,Discharge(W),Charge(W),Production(W),Consumption(W),Feed-in(W),From grid(W),State of Charge(%)
2020-11-12 0:0:00,0.0,0.12,0.0,0.27,0.0,0.39,94.0
2020-11-12 0:1:00,0.0,0.12,0.0,0.28,0.0,0.4,94.0
2020-11-12 0:2:00,0.0,0.12,0.0,0.28,0.0,0.4,94.0
2020-11-12 0:3:00,0.0,0.12,0.0,0.28,0.0,0.4,94.0
2020-11-12 0:4:00,0.0,0.12,0.0,0.28,0.0,0.4,94.0
2020-11-12 0:5:00,0.0,0.12,0.0,0.3,0.0,0.42,94.0
2020-11-12 0:6:00,0.0,0.12,0.0,0.3,0.0,0.42,94.0
2020-11-12 0:7:00,0.0,0.12,0.0,0.28,0.0,0.4,94.0
2020-11-12 0:8:00,0.0,0.12,0.0,0.28,0.0,0.4,94.0
2020-11-12 0:9:00,0.0,0.12,0.0,0.28,0.0,0.4,94.0
2020-11-12 0:10:00,0.0,0.12,0.0,0.28,0.0,0.4,94.0
2020-11-12 0:11:00,0.0,0.12,0.0,0.3,0.0,0.42,94.0
2020-11-12 0:12:00,0.0,0.12,0.0,0.3,0.0,0.42,94.0
2020-11-12 0:13:00,0.0,0.12,0.0,0.28,0.0,0.4,94.0
2020-11-12 0:14:00,0.0,0.12,0.0,0.28,0.0,0.4,94.0
2020-11-12 0:15:00,0.0,0.12,0.0,0.28,0.0,0.4,94.0
2020-11-12 0:16:00,0.0,0.12,0.0,0.28,0.0,0.4,94.0
2020-11-12 0:17:00,0.0,0.12,0.0,0.3,0.0,0.42,94.0
2020-11-12 0:18:00,0.0,0.12,0.0,0.3,0.0,0.42,94.0
2020-11-12 0:19:00,0.0,0.12,0.0,0.27,0.0,0.39,94.0
2020-11-12 0:20:00,0.0,0.12,0.0,0.27,0.0,0.39,94.0
2020-11-12 0:21:00,0.0,0.12,0.0,0.28,0.0,0.4,94.0
2020-11-12 0:22:00,0.0,0.12,0.0,0.28,0.0,0.4,94.0
2020-11-12 0:23:00,0.0,0.12,0.0,0.28,0.0,0.4,94.0
2020-11-12 0:24:00,0.0,0.12,0.0,0.28,0.0,0.4,94.0
2020-11-12 0:25:00,0.0,0.12,0.0,0.27,0.0,0.39,94.0
2020-11-12 0:26:00,0.0,0.12,0.0,0.28,0.0,0.4,94.0
2020-11-12 0:27:00,0.0,0.12,0.0,0.28,0.0,0.4,94.0
2020-11-12 0:28:00,0.0,0.12,0.0,0.28,0.0,0.4,94.0
2020-11-12 0:29:00,0.0,0.12,0.0,0.27,0.0,0.39,94.0
2020-11-12 0:30:00,0.0,0.12,0.0,0.27,0.0,0.39,94.0
2020-11-12 0:31:00,0.0,0.12,0.0,0.27,0.0,0.39,94.0
2020-11-12 0:32:00,0.0,0.12,0.0,0.28,0.0,0.4,94.0
2020-11-12 0:33:00,0.0,0.12,0.0,0.27,0.0,0.39,94.0
2020-11-12 0:34:00,0.0,0.12,0.0,0.28,0.0,0.4,94.0
2020-11-12 0:35:00,0.0,0.12,0.0,0.28,0.0,0.4,94.0
2020-11-12 0:36:00,0.0,0.12,0.0,0.28,0.0,0.4,94.0
2020-11-12 0:37:00,0.0,0.12,0.0,0.28,0.0,0.4,94.0
2020-11-12 0:38:00,0.0,0.12,0.0,0.27,0.0,0.39,94.0
2020-11-12 0:39:00,0.0,0.12,0.0,0.28,0.0,0.4,94.0
2020-11-12 0:40:00,0.0,0.12,0.0,0.28,0.0,0.4,94.0
2020-11-12 0:41:00,0.0,0.12,0.0,0.27,0.0,0.39,94.0
2020-11-12 0:42:00,0.0,0.12,0.0,0.27,0.0,0.39,94.0
2020-11-12 0:43:00,0.0,0.12,0.0,0.28,0.0,0.4,94.0
2020-11-12 0:44:00,0.0,0.12,0.0,0.28,0.0,0.4,94.0
2020-11-12 0:45:00,0.0,0.12,0.0,0.28,0.0,0.4,94.0
2020-11-12 0:46:00,0.0,0.12,0.0,0.3,0.0,0.42,94.0
2020-11-12 0:47:00,0.0,0.12,0.0,0.32,0.0,0.44,94.0
2020-11-12 0:48:00,0.0,0.12,0.0,0.32,0.0,0.44,94.0
2020-11-12 0:49:00,0.0,0.12,0.0,0.32,0.0,0.44,94.0
2020-11-12 0:50:00,0.0,0.12,0.0,0.33,0.0,0.45,94.0
2020-11-12 0:51:00,0.0,0.12,0.0,0.32,0.0,0.44,94.0
2020-11-12 0:52:00,0.0,0.12,0.0,0.33,0.0,0.45,94.0
2020-11-12 0:53:00,0.0,0.12,0.0,0.3,0.0,0.42,94.0
2020-11-12 0:54:00,0.0,0.12,0.0,0.32,0.0,0.44,94.0
2020-11-12 0:55:00,0.0,0.12,0.0,0.32,0.0,0.44,94.0
2020-11-12 0:56:00,0.0,0.12,0.0,0.3,0.0,0.42,94.0
2020-11-12 0:57:00,0.0,0.12,0.0,0.32,0.0,0.44,94.0
2020-11-12 0:58:00,0.0,0.12,0.0,0.32,0.0,0.44,94.0
2020-11-12 0:59:00,0.0,0.12,0.0,0.32,0.0,0.44,94.0
2020-11-12 1:0:00,0.0,0.12,0.0,0.32,0.0,0.44,94.0
2020-11-12 1:1:00,0.0,0.12,0.0,0.3,0.0,0.42,94.0
2020-11-12 1:2:00,0.0,0.12,0.0,0.32,0.0,0.44,94.0
2020-11-12 1:3:00,0.0,0.12,0.0,0.32,0.0,0.44,94.0
2020-11-12 1:4:00,0.0,0.12,0.0,0.32,0.0,0.44,94.0
2020-11-12 1:5:00,0.0,0.12,0.0,0.32,0.0,0.44,94.0
2020-11-12 1:6:00,0.0,0.12,0.0,0.32,0.0,0.44,94.0
2020-11-12 1:7:00,0.0,0.12,0.0,0.32,0.0,0.44,94.0
2020-11-12 1:8:00,0.0,0.12,0.0,0.32,0.0,0.44,94.0
2020-11-12 1:9:00,0.0,0.12,0.0,0.32,0.0,0.44,94.0
2020-11-12 1:10:00,0.0,0.12,0.0,0.33,0.0,0.45,94.0
2020-11-12 1:11:00,0.0,0.12,0.0,0.32,0.0,0.44,94.0
2020-11-12 1:12:00,0.0,0.12,0.0,0.32,0.0,0.44,94.0
2020-11-12 1:13:00,0.0,0.12,0.0,0.32,0.0,0.44,94.0
2020-11-12 1:14:00,0.0,0.12,0.0,0.32,0.0,0.44,94.0
2020-11-12 1:15:00,0.0,0.12,0.0,0.32,0.0,0.44,94.0
2020-11-12 1:16:00,0.0,0.12,0.0,0.3,0.0,0.42,94.0
2020-11-12 1:17:00,0.0,0.12,0.0,0.3,0.0,0.42,94.0
2020-11-12 1:18:00,0.0,0.12,0.0,0.3,0.0,0.42,94.0
2020-11-12 1:19:00,0.0,0.12,0.0,0.3,0.0,0.42,94.0
2020-11-12 1:20:00,0.0,0.12,0.0,0.3,0.0,0.42,94.0
2020-11-12 1:21:00,0.0,0.12,0.0,0.32,0.0,0.44,94.0
2020-11-12 1:22:00,0.0,0.12,0.0,0.32,0.0,0.44,94.0
2020-11-12 1:23:00,0.0,0.12,0.0,0.3,0.0,0.42,94.0
2020-11-12 1:24:00,0.0,0.12,0.0,0.32,0.0,0.44,94.0
2020-11-12 1:25:00,0.0,0.12,0.0,0.32,0.0,0.44,94.0
2020-11-12 1:26:00,0.0,0.12,0.0,0.3,0.0,0.42,94.0
2020-11-12 1:27:00,0.0,0.12,0.0,0.3,0.0,0.42,94.0
2020-11-12 1:28:00,0.0,0.12,0.0,0.3,0.0,0.42,94.0
2020-11-12 1:29:00,0.0,0.12,0.0,0.28,0.0,0.4,94.0
2020-11-12 1:30:00,0.0,0.12,0.0,0.3,0.0,0.42,94.0
2020-11-12 1:31:00,0.0,0.12,0.0,0.3,0.0,0.42,94.0
2020-11-12 1:32:00,0.0,0.12,0.0,0.3,0.0,0.42,94.0
2020-11-12 1:33:00,0.73,0.0,0.0,2.43,0.0,1.7,94.0
2020-11-12 1:34:00,1.62,0.0,0.0,2.05,0.0,0.43,94.0
2020-11-12 1:35:00,1.4,0.0,0.0,1.93,0.0,0.53,94.0
2020-11-12 1:36:00,1.4,0.0,0.0,1.95,0.0,0.55,94.0
2020-11-12 1:37:00,1.52,0.0,0.0,1.9,0.0,0.38,94.0
2020-11-12 1:38:00,1.63,0.0,0.0,2.07,0.0,0.44,94.0
2020-11-12 1:39:00,1.57,0.0,0.0,1.98,0.0,0.41,94.0
2020-11-12 1:40:00,1.52,0.0,0.0,1.97,0.0,0.45,94.0
2020-11-12 1:41:00,1.53,0.0,0.0,1.97,0.0,0.44,94.0
2020-11-12 1:42:00,1.5,0.0,0.0,1.97,0.0,0.47,94.0
2020-11-12 1:43:00,1.55,0.0,0.0,1.98,0.0,0.43,94.0
2020-11-12 1:44:00,1.55,0.0,0.0,1.97,0.0,0.42,94.0
2020-11-12 1:45:00,1.67,0.0,0.0,1.98,0.0,0.31,94.0
2020-11-12 1:46:00,1.48,0.0,0.0,1.93,0.0,0.45,94.0
2020-11-12 1:47:00,1.48,0.0,0.0,1.95,0.0,0.47,94.0
2020-11-12 1:48:00,1.42,0.0,0.0,1.92,0.0,0.5,94.0
2020-11-12 1:49:00,1.4,0.0,0.0,1.9,0.0,0.5,94.0
2020-11-12 1:50:00,1.52,0.0,0.0,1.93,0.0,0.41,94.0
2020-11-12 1:51:00,1.38,0.0,0.0,1.9,0.0,0.52,94.0
2020-11-12 1:52:00,1.35,0.0,0.0,1.88,0.0,0.53,94.0
2020-11-12 1:53:00,1.43,0.0,0.0,1.88,0.0,0.45,94.0
2020-11-12 1:54:00,1.37,0.0,0.0,1.85,0.0,0.48,92.0
2020-11-12 1:55:00,1.4,0.0,0.0,1.85,0.0,0.45,92.0
2020-11-12 1:56:00,0.3,0.0,0.0,0.6,0.0,0.3,92.0
2020-11-12 1:57:00,0.0,0.12,0.0,0.33,0.0,0.45,92.0
2020-11-12 1:58:00,0.0,0.12,0.0,0.32,0.0,0.44,92.0
2020-11-12 1:59:00,0.0,0.12,0.0,0.3,0.0,0.42,92.0
2020-11-12 2:0:00,0.0,0.12,0.0,0.3,0.0,0.42,92.0
2020-11-12 2:1:00,0.0,0.12,0.0,0.32,0.0,0.44,92.0
