date,Discharge(W),Charge(W),Production(W),Consumption(W),Feed-in(W),From grid(W),State of Charge(%)
2020-08-17 0:0:00,0.0,0.13,0.0,3.5,0.0,3.63,10.0
2020-08-17 0:1:00,0.0,0.13,0.0,3.82,0.0,3.95,10.0
2020-08-17 0:2:00,0.0,0.13,0.0,3.83,0.0,3.96,10.0
2020-08-17 0:3:00,0.0,0.13,0.0,3.83,0.0,3.96,10.0
2020-08-17 0:4:00,0.0,0.13,0.0,3.82,0.0,3.95,10.0
2020-08-17 0:5:00,0.0,0.13,0.0,2.92,0.0,3.05,10.0
2020-08-17 0:6:00,0.0,0.13,0.0,2.3,0.0,2.43,10.0
2020-08-17 0:7:00,0.0,0.13,0.0,2.22,0.0,2.35,10.0
2020-08-17 0:8:00,0.0,0.13,0.0,2.22,0.0,2.35,10.0
2020-08-17 0:9:00,0.0,0.13,0.0,2.23,0.0,2.36,10.0
2020-08-17 0:10:00,0.0,0.13,0.0,2.23,0.0,2.36,10.0
2020-08-17 0:11:00,0.0,0.13,0.0,2.23,0.0,2.36,10.0
2020-08-17 0:12:00,0.0,0.13,0.0,2.22,0.0,2.35,10.0
2020-08-17 0:13:00,0.0,0.13,0.0,2.22,0.0,2.35,10.0
2020-08-17 0:14:00,0.0,0.13,0.0,2.22,0.0,2.35,10.0
2020-08-17 0:15:00,0.0,0.13,0.0,2.23,0.0,2.36,10.0
2020-08-17 0:16:00,0.0,0.13,0.0,2.23,0.0,2.36,10.0
2020-08-17 0:17:00,0.0,0.13,0.0,2.23,0.0,2.36,10.0
2020-08-17 0:18:00,0.0,0.13,0.0,2.23,0.0,2.36,10.0
2020-08-17 0:19:00,0.0,0.13,0.0,2.22,0.0,2.35,10.0
2020-08-17 0:20:00,0.0,0.13,0.0,2.23,0.0,2.36,10.0
2020-08-17 0:21:00,0.0,0.13,0.0,2.23,0.0,2.36,10.0
2020-08-17 0:22:00,0.0,0.13,0.0,2.23,0.0,2.36,10.0
2020-08-17 0:23:00,0.0,0.13,0.0,2.23,0.0,2.36,10.0
2020-08-17 0:24:00,0.0,0.13,0.0,2.22,0.0,2.35,10.0
2020-08-17 0:25:00,0.0,0.13,0.0,2.23,0.0,2.36,10.0
2020-08-17 0:26:00,0.0,0.13,0.0,2.23,0.0,2.36,10.0
2020-08-17 0:27:00,0.0,0.13,0.0,2.23,0.0,2.36,10.0
2020-08-17 0:28:00,0.0,0.13,0.0,2.25,0.0,2.38,10.0
2020-08-17 0:29:00,0.0,0.13,0.0,2.22,0.0,2.35,10.0
2020-08-17 0:30:00,0.0,0.13,0.0,2.23,0.0,2.36,10.0
2020-08-17 0:31:00,0.0,0.13,0.0,2.22,0.0,2.35,10.0
2020-08-17 0:32:00,0.0,0.13,0.0,2.22,0.0,2.35,10.0
2020-08-17 0:33:00,0.0,0.13,0.0,2.2,0.0,2.33,10.0
2020-08-17 0:34:00,0.0,0.13,0.0,4.62,0.0,4.75,10.0
2020-08-17 0:35:00,0.0,0.13,0.0,4.0,0.0,4.13,10.0
2020-08-17 0:36:00,0.0,0.13,0.0,4.0,0.0,4.13,10.0
2020-08-17 0:37:00,0.0,0.13,0.0,3.98,0.0,4.11,10.0
2020-08-17 0:38:00,0.0,0.13,0.0,3.95,0.0,4.08,10.0
2020-08-17 0:39:00,0.0,0.13,0.0,3.92,0.0,4.05,10.0
2020-08-17 0:40:00,0.0,0.13,0.0,3.87,0.0,4.0,10.0
2020-08-17 0:41:00,0.0,0.13,0.0,3.85,0.0,3.98,10.0
2020-08-17 0:42:00,0.0,0.13,0.0,4.0,0.0,4.13,10.0
2020-08-17 0:43:00,0.0,0.13,0.0,4.0,0.0,4.13,10.0
2020-08-17 0:44:00,0.0,0.13,0.0,4.07,0.0,4.2,10.0
2020-08-17 0:45:00,0.0,0.13,0.0,4.08,0.0,4.21,10.0
2020-08-17 0:46:00,0.0,0.13,0.0,4.13,0.0,4.26,10.0
2020-08-17 0:47:00,0.0,0.13,0.0,4.07,0.0,4.2,10.0
2020-08-17 0:48:00,0.0,0.13,0.0,4.05,0.0,4.18,10.0
2020-08-17 0:49:00,0.0,0.13,0.0,3.47,0.0,3.6,10.0
2020-08-17 0:50:00,0.0,0.13,0.0,3.03,0.0,3.16,10.0
2020-08-17 0:51:00,0.0,0.13,0.0,3.03,0.0,3.16,10.0
2020-08-17 0:52:00,0.0,0.13,0.0,3.02,0.0,3.15,10.0
2020-08-17 0:53:00,0.0,0.13,0.0,3.0,0.0,3.13,10.0
2020-08-17 0:54:00,0.0,0.13,0.0,2.98,0.0,3.11,10.0
2020-08-17 0:55:00,0.0,0.13,0.0,2.98,0.0,3.11,10.0
2020-08-17 0:56:00,0.0,0.13,0.0,3.0,0.0,3.13,10.0
2020-08-17 0:57:00,0.0,0.13,0.0,1.87,0.0,2.0,10.0
2020-08-17 0:58:00,0.0,0.13,0.0,1.5,0.0,1.63,10.0
2020-08-17 0:59:00,0.0,0.13,0.0,1.5,0.0,1.63,10.0
2020-08-17 1:0:00,0.0,0.13,0.0,1.48,0.0,1.61,10.0
2020-08-17 1:1:00,0.0,0.13,0.0,1.47,0.0,1.6,10.0
2020-08-17 1:2:00,0.0,0.13,0.0,1.47,0.0,1.6,10.0
2020-08-17 1:3:00,0.0,0.13,0.0,1.48,0.0,1.61,10.0
2020-08-17 1:4:00,0.0,0.13,0.0,1.48,0.0,1.61,10.0
2020-08-17 1:5:00,0.0,0.13,0.0,1.48,0.0,1.61,9.0
2020-08-17 1:6:00,0.0,0.13,0.0,1.5,0.0,1.63,9.0
2020-08-17 1:7:00,0.0,43.415000000000006,0.0,2.435,0.0,45.85,9.0
2020-08-17 1:8:00,0.0,86.7,0.0,3.37,0.0,90.07,9.0
2020-08-17 1:9:00,0.0,55.02,0.0,1.9,0.0,56.92,9.0
2020-08-17 1:10:00,0.0,17.18,0.13,3.78,0.0,20.83,11.0
2020-08-17 1:11:00,1.22,0.0,0.0,1.63,0.0,0.41,11.0
2020-08-17 1:12:00,0.62,0.0,0.0,1.5,0.0,0.88,10.0
2020-08-17 1:13:00,0.0,0.13,0.0,1.48,0.0,1.61,10.0
2020-08-17 1:14:00,0.0,0.13,0.0,1.5,0.0,1.63,10.0
2020-08-17 1:15:00,0.0,0.13,0.0,1.5,0.0,1.63,10.0
2020-08-17 1:16:00,0.0,0.13,0.0,1.48,0.0,1.61,10.0
2020-08-17 1:17:00,0.0,0.13,0.0,1.48,0.0,1.61,10.0
2020-08-17 1:18:00,0.0,0.13,0.0,1.48,0.0,1.61,10.0
2020-08-17 1:19:00,0.0,0.13,0.0,1.5,0.0,1.63,10.0
2020-08-17 1:20:00,0.0,0.13,0.0,1.5,0.0,1.63,10.0
2020-08-17 1:21:00,0.0,0.13,0.0,1.52,0.0,1.65,10.0
2020-08-17 1:22:00,0.0,0.13,0.0,1.5,0.0,1.63,10.0
2020-08-17 1:23:00,0.0,0.13,0.0,1.5,0.0,1.63,10.0
2020-08-17 1:24:00,0.0,0.13,0.0,1.5,0.0,1.63,10.0
2020-08-17 1:25:00,0.0,0.13,0.0,1.48,0.0,1.61,10.0
2020-08-17 1:26:00,0.0,0.13,0.0,1.5,0.0,1.63,10.0
2020-08-17 1:27:00,0.0,0.13,0.0,1.5,0.0,1.63,10.0
2020-08-17 1:28:00,0.0,0.13,0.0,1.5,0.0,1.63,10.0
2020-08-17 1:29:00,0.0,0.13,0.0,1.5,0.0,1.63,10.0
2020-08-17 1:30:00,0.0,0.13,0.0,1.48,0.0,1.61,10.0
2020-08-17 1:31:00,0.0,0.13,0.0,1.5,0.0,1.63,10.0
2020-08-17 1:32:00,0.0,0.13,0.0,1.5,0.0,1.63,10.0
2020-08-17 1:33:00,0.0,0.13,0.0,1.5,0.0,1.63,10.0
2020-08-17 1:34:00,0.0,0.13,0.0,1.48,0.0,1.61,10.0
2020-08-17 1:35:00,0.0,0.13,0.0,1.5,0.0,1.63,10.0
2020-08-17 1:36:00,0.0,0.13,0.0,1.48,0.0,1.61,10.0
2020-08-17 1:37:00,0.0,0.13,0.0,1.48,0.0,1.61,10.0
2020-08-17 1:38:00,0.0,0.13,0.0,1.48,0.0,1.61,10.0
2020-08-17 1:39:00,0.0,0.13,0.0,1.48,0.0,1.61,10.0
2020-08-17 1:40:00,0.0,0.13,0.0,1.48,0.0,1.61,10.0
