date,Discharge(W),Charge(W),Production(W),Consumption(W),Feed-in(W),From grid(W),State of Charge(%)
2020-04-22 0:0:00,6.92,0.0,0.03,7.23,0.0,0.28,32.0
2020-04-22 0:1:00,7.62,0.0,0.05,8.25,0.0,0.58,32.0
2020-04-22 0:2:00,8.93,0.0,0.0,9.48,0.0,0.55,32.0
2020-04-22 0:3:00,0.0,0.1,0.0,9.37,0.0,9.47,32.0
2020-04-22 0:4:00,0.0,0.13,0.0,9.02,0.0,9.15,32.0
2020-04-22 0:5:00,0.0,0.12,0.0,6.98,0.0,7.1,32.0
2020-04-22 0:6:00,0.0,0.12,0.0,6.95,0.0,7.07,32.0
2020-04-22 0:7:00,0.0,0.12,0.0,6.93,0.0,7.05,32.0
2020-04-22 0:8:00,0.0,0.12,0.0,5.85,0.0,5.97,32.0
2020-04-22 0:9:00,0.0,0.12,0.0,3.2,0.0,3.32,32.0
2020-04-22 0:10:00,0.0,0.12,0.0,3.48,0.0,3.6,32.0
2020-04-22 0:11:00,0.0,0.12,0.0,3.35,0.0,3.47,32.0
2020-04-22 0:12:00,0.0,0.12,0.0,3.3,0.0,3.42,32.0
2020-04-22 0:13:00,0.0,0.12,0.0,3.27,0.0,3.39,32.0
2020-04-22 0:14:00,0.0,0.12,0.0,3.25,0.0,3.37,32.0
2020-04-22 0:15:00,0.0,0.12,0.0,3.27,0.0,3.39,32.0
2020-04-22 0:16:00,0.0,0.12,0.0,3.28,0.0,3.4,32.0
2020-04-22 0:17:00,0.0,0.12,0.0,3.27,0.0,3.39,32.0
2020-04-22 0:18:00,0.0,0.12,0.0,3.27,0.0,3.39,32.0
2020-04-22 0:19:00,0.0,0.12,0.0,3.27,0.0,3.39,32.0
2020-04-22 0:20:00,0.0,0.12,0.0,3.27,0.0,3.39,32.0
2020-04-22 0:21:00,0.0,0.12,0.0,3.27,0.0,3.39,32.0
2020-04-22 0:22:00,0.0,0.13,0.0,3.27,0.0,3.4,32.0
2020-04-22 0:23:00,0.0,0.12,0.0,3.25,0.0,3.37,32.0
2020-04-22 0:24:00,0.0,0.12,0.0,3.27,0.0,3.39,32.0
2020-04-22 0:25:00,0.0,0.12,0.0,3.28,0.0,3.4,32.0
2020-04-22 0:26:00,0.0,0.12,0.0,3.3,0.0,3.42,32.0
2020-04-22 0:27:00,0.0,0.12,0.0,3.28,0.0,3.4,32.0
2020-04-22 0:28:00,0.0,0.12,0.0,3.3,0.0,3.42,32.0
2020-04-22 0:29:00,0.0,0.12,0.0,3.3,0.0,3.42,32.0
2020-04-22 0:30:00,0.0,0.12,0.0,3.3,0.0,3.42,32.0
2020-04-22 0:31:00,0.0,0.12,0.0,3.3,0.0,3.42,32.0
2020-04-22 0:32:00,0.0,0.12,0.0,3.3,0.0,3.42,32.0
2020-04-22 0:33:00,0.0,0.12,0.0,3.27,0.0,3.39,32.0
2020-04-22 0:34:00,0.0,0.13,0.0,3.27,0.0,3.4,32.0
2020-04-22 0:35:00,0.0,0.12,0.0,3.25,0.0,3.37,32.0
2020-04-22 0:36:00,0.0,0.12,0.0,3.28,0.0,3.4,32.0
2020-04-22 0:37:00,0.0,0.12,0.0,3.3,0.0,3.42,32.0
2020-04-22 0:38:00,0.0,0.12,0.0,3.28,0.0,3.4,32.0
2020-04-22 0:39:00,0.0,0.12,0.0,3.3,0.0,3.42,32.0
2020-04-22 0:40:00,0.0,0.12,0.0,3.3,0.0,3.42,32.0
2020-04-22 0:41:00,0.0,0.12,0.0,3.3,0.0,3.42,32.0
2020-04-22 0:42:00,0.0,0.12,0.0,3.3,0.0,3.42,32.0
2020-04-22 0:43:00,0.0,0.12,0.0,3.03,0.0,3.15,32.0
2020-04-22 0:44:00,0.0,0.12,0.0,1.93,0.0,2.05,32.0
2020-04-22 0:45:00,0.0,0.12,0.0,1.93,0.0,2.05,32.0
2020-04-22 0:46:00,0.0,0.12,0.0,1.12,0.0,1.24,32.0
2020-04-22 0:47:00,0.0,0.12,0.0,0.82,0.0,0.94,32.0
2020-04-22 0:48:00,0.0,0.12,0.0,0.8,0.0,0.92,32.0
2020-04-22 0:49:00,0.0,0.12,0.0,0.82,0.0,0.94,32.0
2020-04-22 0:50:00,0.0,0.12,0.0,0.8,0.0,0.92,32.0
2020-04-22 0:51:00,0.0,0.12,0.0,0.8,0.0,0.92,32.0
2020-04-22 0:52:00,0.0,0.12,0.0,0.73,0.0,0.85,32.0
2020-04-22 0:53:00,0.0,0.12,0.0,0.65,0.0,0.77,32.0
2020-04-22 0:54:00,0.0,0.12,0.0,0.65,0.0,0.77,32.0
2020-04-22 0:55:00,0.0,0.13,0.0,2.33,0.0,2.46,32.0
2020-04-22 0:56:00,0.0,0.12,0.0,2.45,0.0,2.57,32.0
2020-04-22 0:57:00,0.0,0.12,0.0,2.4,0.0,2.52,32.0
2020-04-22 0:58:00,0.0,0.12,0.0,2.42,0.0,2.54,32.0
2020-04-22 0:59:00,0.0,0.12,0.0,2.4,0.0,2.52,32.0
2020-04-22 1:0:00,0.0,0.12,0.0,2.37,0.0,2.49,32.0
2020-04-22 1:1:00,0.0,0.12,0.0,2.35,0.0,2.47,32.0
2020-04-22 1:2:00,0.0,0.12,0.0,2.33,0.0,2.45,32.0
2020-04-22 1:3:00,0.0,13.3,0.18,2.3,0.0,15.42,32.0
2020-04-22 1:4:00,0.0,41.67,0.0,2.52,0.0,44.19,32.0
2020-04-22 1:5:00,0.0,41.68,0.0,2.47,0.0,44.15,32.0
2020-04-22 1:6:00,0.0,41.68,0.0,2.37,0.0,44.05,32.0
2020-04-22 1:7:00,0.0,41.7,0.0,2.35,0.0,44.05,32.0
2020-04-22 1:8:00,0.0,41.68,0.0,2.28,0.0,43.96,33.0
2020-04-22 1:9:00,0.0,41.7,0.0,2.33,0.0,44.03,33.0
2020-04-22 1:10:00,0.0,41.68,0.0,2.32,0.0,44.0,33.0
2020-04-22 1:11:00,0.0,41.67,0.0,2.15,0.0,43.82,34.0
2020-04-22 1:12:00,0.0,41.68,0.0,2.3,0.0,43.98,34.0
2020-04-22 1:13:00,0.0,41.67,0.0,2.17,0.0,43.84,35.0
2020-04-22 1:14:00,0.0,41.7,0.0,2.42,0.0,44.12,35.0
2020-04-22 1:15:00,0.0,41.68,0.0,2.25,0.0,43.93,35.0
2020-04-22 1:16:00,0.0,41.67,0.0,2.38,0.0,44.05,37.0
2020-04-22 1:17:00,0.0,41.68,0.0,2.27,0.0,43.95,37.0
2020-04-22 1:18:00,0.0,41.65,0.03,2.32,0.0,43.94,37.0
2020-04-22 1:19:00,0.0,41.72,0.0,2.27,0.0,43.99,38.0
2020-04-22 1:20:00,0.0,41.68,0.0,2.32,0.0,44.0,38.0
2020-04-22 1:21:00,0.0,41.67,0.0,2.25,0.0,43.92,39.0
2020-04-22 1:22:00,0.0,41.67,0.0,2.23,0.0,43.9,39.0
2020-04-22 1:23:00,0.0,41.68,0.0,2.25,0.0,43.93,39.0
2020-04-22 1:24:00,0.0,41.7,0.0,2.22,0.0,43.92,40.0
2020-04-22 1:25:00,0.0,41.68,0.0,2.23,0.0,43.91,40.0
2020-04-22 1:26:00,0.0,41.68,0.0,2.23,0.0,43.91,41.0
2020-04-22 1:27:00,0.0,41.68,0.0,2.17,0.0,43.85,41.0
2020-04-22 1:28:00,0.0,41.68,0.0,1.37,0.0,43.05,41.0
2020-04-22 1:29:00,0.0,41.67,0.0,0.83,0.0,42.5,42.0
2020-04-22 1:30:00,0.0,41.72,0.0,0.88,0.0,42.6,42.0
2020-04-22 1:31:00,0.0,41.67,0.03,0.85,0.0,42.49,42.0
2020-04-22 1:32:00,0.0,41.7,0.0,0.73,0.0,42.43,43.0
2020-04-22 1:33:00,0.0,41.67,0.0,0.82,0.0,42.49,43.0
2020-04-22 1:34:00,0.0,41.68,0.0,0.72,0.0,42.4,44.0
2020-04-22 1:35:00,0.0,41.68,0.0,0.98,0.0,42.66,44.0
2020-04-22 1:36:00,0.0,41.67,0.0,0.92,0.0,42.59,44.0
2020-04-22 1:37:00,0.0,41.72,0.0,0.72,0.0,42.44,45.0
2020-04-22 1:38:00,0.0,41.65,0.0,0.8,0.0,42.45,45.0
2020-04-22 1:39:00,0.0,41.7,0.0,0.82,0.0,42.52,45.0
2020-04-22 1:40:00,0.0,41.65,0.0,0.82,0.0,42.47,46.0
2020-04-22 1:41:00,0.0,41.7,0.0,0.83,0.0,42.53,46.0
2020-04-22 1:42:00,0.0,41.67,0.0,0.78,0.0,42.45,47.0
2020-04-22 1:43:00,0.0,41.67,0.0,0.83,0.0,42.5,47.0
2020-04-22 1:44:00,0.0,41.7,0.0,0.75,0.0,42.45,47.0
2020-04-22 1:45:00,0.0,41.67,0.0,0.85,0.0,42.52,48.0
2020-04-22 1:46:00,0.0,41.68,0.0,0.7,0.0,42.38,48.0
2020-04-22 1:47:00,0.0,41.67,0.0,0.87,0.0,42.54,48.0
2020-04-22 1:48:00,0.0,41.67,0.0,0.8,0.0,42.47,49.0
2020-04-22 1:49:00,0.0,41.7,0.0,0.82,0.0,42.52,49.0
2020-04-22 1:50:00,0.0,41.68,0.0,0.82,0.0,42.5,51.0
2020-04-22 1:51:00,0.0,41.68,0.0,0.78,0.0,42.46,51.0
2020-04-22 1:52:00,0.0,41.68,0.0,0.82,0.0,42.5,51.0
2020-04-22 1:53:00,0.0,41.67,0.0,0.82,0.0,42.49,52.0
2020-04-22 1:54:00,0.0,41.68,0.0,0.8,0.0,42.48,52.0
2020-04-22 1:55:00,0.0,41.68,0.0,0.82,0.0,42.5,52.0
2020-04-22 1:56:00,0.0,41.68,0.0,0.77,0.0,42.45,53.0
2020-04-22 1:57:00,0.0,41.67,0.0,0.8,0.0,42.47,53.0
2020-04-22 1:58:00,0.0,41.7,0.0,0.67,0.0,42.37,54.0
2020-04-22 1:59:00,0.0,41.67,0.0,0.78,0.0,42.45,54.0
2020-04-22 2:0:00,0.0,41.72,0.0,0.77,0.0,42.49,54.0
2020-04-22 2:1:00,0.0,41.67,0.0,0.87,0.0,42.54,55.0
2020-04-22 2:2:00,0.0,41.7,0.0,0.77,0.0,42.47,55.0
2020-04-22 2:3:00,0.0,41.67,0.0,0.77,0.0,42.44,55.0
2020-04-22 2:4:00,0.0,41.67,0.0,0.8,0.0,42.47,56.0
2020-04-22 2:5:00,0.0,41.7,0.0,0.77,0.0,42.47,56.0
2020-04-22 2:6:00,0.0,41.67,0.0,0.78,0.0,42.45,57.0
2020-04-22 2:7:00,0.0,41.67,0.0,0.72,0.0,42.39,57.0
2020-04-22 2:8:00,0.0,41.67,0.0,0.82,0.0,42.49,57.0
2020-04-22 2:9:00,0.0,41.7,0.0,0.77,0.0,42.47,58.0
2020-04-22 2:10:00,0.0,41.68,0.0,0.87,0.0,42.55,58.0
2020-04-22 2:11:00,0.0,41.68,0.0,0.7,0.0,42.38,58.0
2020-04-22 2:12:00,0.0,41.67,0.0,0.73,0.0,42.4,59.0
2020-04-22 2:13:00,0.0,41.7,0.0,0.68,0.0,42.38,59.0
2020-04-22 2:14:00,0.0,41.68,0.0,0.73,0.0,42.41,59.0
2020-04-22 2:15:00,0.0,41.67,0.0,0.77,0.0,42.44,60.0
2020-04-22 2:16:00,0.0,41.7,0.0,0.72,0.0,42.42,60.0
2020-04-22 2:17:00,0.0,41.68,0.0,0.7,0.0,42.38,61.0
2020-04-22 2:18:00,0.0,41.67,0.0,0.7,0.0,42.37,61.0
2020-04-22 2:19:00,0.0,41.68,0.0,0.75,0.0,42.43,61.0
2020-04-22 2:20:00,0.0,41.67,0.0,0.7,0.0,42.37,62.0
2020-04-22 2:21:00,0.0,41.67,0.0,0.75,0.0,42.42,62.0
2020-04-22 2:22:00,0.0,41.68,0.0,0.7,0.0,42.38,62.0
2020-04-22 2:23:00,0.0,41.67,0.0,0.7,0.0,42.37,63.0
2020-04-22 2:24:00,0.0,41.7,0.0,0.7,0.0,42.4,63.0
2020-04-22 2:25:00,0.0,41.67,0.0,0.65,0.0,42.32,65.0
2020-04-22 2:26:00,0.0,41.7,0.0,0.72,0.0,42.42,65.0
2020-04-22 2:27:00,0.0,41.68,0.0,0.73,0.0,42.41,65.0
2020-04-22 2:28:00,0.0,41.67,0.0,0.65,0.0,42.32,66.0
2020-04-22 2:29:00,0.0,41.7,0.0,0.7,0.0,42.4,66.0
2020-04-22 2:30:00,0.0,41.67,0.0,0.73,0.0,42.4,67.0
2020-04-22 2:31:00,0.0,41.67,0.0,0.77,0.0,42.44,67.0
2020-04-22 2:32:00,0.0,41.68,0.0,0.77,0.0,42.45,67.0
2020-04-22 2:33:00,0.0,41.68,0.0,0.75,0.0,42.43,68.0
2020-04-22 2:34:00,0.0,41.67,0.0,0.78,0.0,42.45,68.0
2020-04-22 2:35:00,0.0,41.68,0.0,0.72,0.0,42.4,68.0
2020-04-22 2:36:00,0.0,41.7,0.0,0.83,0.0,42.53,69.0
2020-04-22 2:37:00,0.0,41.67,0.0,0.78,0.0,42.45,69.0
2020-04-22 2:38:00,0.0,41.67,0.0,0.82,0.0,42.49,70.0
2020-04-22 2:39:00,0.0,41.67,0.0,0.67,0.0,42.34,70.0
2020-04-22 2:40:00,0.0,41.72,0.0,0.78,0.0,42.5,70.0
2020-04-22 2:41:00,0.0,41.67,0.0,0.77,0.0,42.44,71.0
2020-04-22 2:42:00,0.0,41.68,0.0,0.8,0.0,42.48,71.0
