date,Discharge(W),Charge(W),Production(W),Consumption(W),Feed-in(W),From grid(W),State of Charge(%)
2020-05-01 0:0:00,0.0,0.13,0.0,0.33,0.0,0.46,25.0
2020-05-01 0:1:00,0.0,0.13,0.0,0.33,0.0,0.46,25.0
2020-05-01 0:2:00,0.0,0.13,0.0,0.33,0.0,0.46,25.0
2020-05-01 0:3:00,0.0,0.13,0.0,0.35,0.0,0.48,25.0
2020-05-01 0:4:00,0.0,0.13,0.0,0.37,0.0,0.5,25.0
2020-05-01 0:5:00,0.0,0.13,0.0,0.35,0.0,0.48,25.0
2020-05-01 0:6:00,0.0,0.13,0.0,0.33,0.0,0.46,25.0
2020-05-01 0:7:00,0.0,0.13,0.0,0.33,0.0,0.46,25.0
2020-05-01 0:8:00,0.0,0.13,0.0,0.32,0.0,0.45,25.0
2020-05-01 0:9:00,0.0,0.13,0.0,0.32,0.0,0.45,25.0
2020-05-01 0:10:00,0.0,0.13,0.0,0.32,0.0,0.45,25.0
2020-05-01 0:11:00,0.0,0.13,0.0,0.3,0.0,0.43,25.0
2020-05-01 0:12:00,0.0,0.13,0.0,0.28,0.0,0.41,25.0
2020-05-01 0:13:00,0.0,0.13,0.0,0.28,0.0,0.41,25.0
2020-05-01 0:14:00,0.0,0.13,0.0,0.3,0.0,0.43,25.0
2020-05-01 0:15:00,0.0,0.13,0.0,0.28,0.0,0.41,25.0
2020-05-01 0:16:00,0.0,0.13,0.0,0.3,0.0,0.43,25.0
2020-05-01 0:17:00,0.0,0.13,0.0,0.3,0.0,0.43,25.0
2020-05-01 0:18:00,0.0,0.13,0.0,0.3,0.0,0.43,25.0
2020-05-01 0:19:00,0.0,0.13,0.0,0.3,0.0,0.43,25.0
2020-05-01 0:20:00,0.0,0.13,0.0,0.32,0.0,0.45,25.0
2020-05-01 0:21:00,0.0,0.13,0.0,0.28,0.0,0.41,25.0
2020-05-01 0:22:00,0.0,0.13,0.0,0.28,0.0,0.41,25.0
2020-05-01 0:23:00,0.0,0.13,0.0,0.32,0.0,0.45,25.0
2020-05-01 0:24:00,0.0,0.13,0.0,0.32,0.0,0.45,25.0
2020-05-01 0:25:00,0.0,0.13,0.0,0.3,0.0,0.43,25.0
2020-05-01 0:26:00,0.0,0.13,0.0,0.32,0.0,0.45,25.0
2020-05-01 0:27:00,0.0,0.13,0.0,0.3,0.0,0.43,25.0
2020-05-01 0:28:00,0.0,0.13,0.0,0.28,0.0,0.41,25.0
2020-05-01 0:29:00,0.0,0.13,0.0,0.28,0.0,0.41,25.0
2020-05-01 0:30:00,0.0,0.13,0.0,0.28,0.0,0.41,25.0
2020-05-01 0:31:00,0.0,0.13,0.0,0.27,0.0,0.4,25.0
2020-05-01 0:32:00,0.0,0.13,0.0,0.28,0.0,0.41,25.0
2020-05-01 0:33:00,0.0,0.13,0.0,0.25,0.0,0.38,25.0
2020-05-01 0:34:00,0.0,0.13,0.0,0.27,0.0,0.4,25.0
2020-05-01 0:35:00,0.0,0.13,0.0,0.25,0.0,0.38,25.0
2020-05-01 0:36:00,0.0,0.13,0.0,0.27,0.0,0.4,25.0
2020-05-01 0:37:00,0.0,0.13,0.0,0.27,0.0,0.4,25.0
2020-05-01 0:38:00,0.0,0.13,0.0,0.27,0.0,0.4,25.0
2020-05-01 0:39:00,0.0,0.13,0.0,0.62,0.0,0.75,25.0
2020-05-01 0:40:00,2.28,0.0,0.0,2.43,0.0,0.15,25.0
2020-05-01 0:41:00,1.55,0.0,0.0,2.05,0.0,0.5,25.0
2020-05-01 0:42:00,1.6,0.0,0.0,2.08,0.0,0.48,25.0
2020-05-01 0:43:00,1.67,0.0,0.0,2.12,0.0,0.45,25.0
2020-05-01 0:44:00,1.72,0.0,0.0,2.18,0.0,0.46,25.0
2020-05-01 0:45:00,1.63,0.0,0.0,2.03,0.0,0.4,25.0
2020-05-01 0:46:00,1.57,0.0,0.0,2.07,0.0,0.5,25.0
2020-05-01 0:47:00,1.53,0.0,0.0,2.02,0.0,0.49,25.0
2020-05-01 0:48:00,1.62,0.0,0.0,2.07,0.0,0.45,25.0
2020-05-01 0:49:00,1.62,0.0,0.0,2.02,0.0,0.4,25.0
2020-05-01 0:50:00,1.18,0.0,0.0,1.9,0.0,0.72,25.0
2020-05-01 0:51:00,1.57,0.0,0.0,2.0,0.0,0.43,25.0
2020-05-01 0:52:00,1.55,0.0,0.0,2.03,0.0,0.48,25.0
2020-05-01 0:53:00,1.55,0.0,0.0,2.0,0.0,0.45,25.0
2020-05-01 0:54:00,1.53,0.0,0.0,1.98,0.0,0.45,25.0
2020-05-01 0:55:00,1.48,0.0,0.0,1.97,0.0,0.49,25.0
2020-05-01 0:56:00,1.47,0.0,0.0,1.92,0.0,0.45,25.0
2020-05-01 0:57:00,1.45,0.0,0.0,1.92,0.0,0.47,25.0
2020-05-01 0:58:00,1.48,0.0,0.0,1.92,0.0,0.44,25.0
2020-05-01 0:59:00,0.47,0.0,0.0,0.57,0.0,0.1,24.0
2020-05-01 1:0:00,0.0,0.13,0.0,0.33,0.0,0.46,24.0
2020-05-01 1:1:00,0.0,0.13,0.0,0.32,0.0,0.45,24.0
2020-05-01 1:2:00,0.0,0.13,0.0,0.32,0.0,0.45,24.0
2020-05-01 1:3:00,0.0,0.13,0.0,0.33,0.0,0.46,24.0
2020-05-01 1:4:00,0.0,0.13,0.0,0.33,0.0,0.46,24.0
2020-05-01 1:5:00,0.0,0.13,0.0,0.33,0.0,0.46,24.0
2020-05-01 1:6:00,0.0,0.13,0.0,0.37,0.0,0.5,24.0
2020-05-01 1:7:00,0.0,0.13,0.0,0.32,0.0,0.45,24.0
2020-05-01 1:8:00,0.0,0.13,0.0,0.33,0.0,0.46,24.0
2020-05-01 1:9:00,0.0,0.13,0.0,0.33,0.0,0.46,24.0
2020-05-01 1:10:00,0.0,0.13,0.0,0.32,0.0,0.45,24.0
2020-05-01 1:11:00,0.0,0.13,0.0,0.3,0.0,0.43,24.0
2020-05-01 1:12:00,0.0,0.13,0.0,0.32,0.0,0.45,24.0
2020-05-01 1:13:00,0.0,0.13,0.0,0.3,0.0,0.43,24.0
2020-05-01 1:14:00,0.0,0.13,0.0,0.3,0.0,0.43,24.0
2020-05-01 1:15:00,0.0,0.13,0.0,0.28,0.0,0.41,24.0
