date,Discharge(W),Charge(W),Production(W),Consumption(W),Feed-in(W),From grid(W),State of Charge(%)
2020-03-20 0:0:00,2.62,0.0,0.0,3.12,0.0,0.5,12.0
2020-03-20 0:1:00,2.62,0.0,0.0,3.1,0.0,0.48,12.0
2020-03-20 0:2:00,2.67,0.0,0.08,3.17,0.0,0.42,12.0
2020-03-20 0:3:00,2.5,0.0,0.0,3.0,0.0,0.5,11.0
2020-03-20 0:4:00,2.53,0.0,0.05,3.08,0.0,0.5,11.0
2020-03-20 0:5:00,2.43,0.0,0.05,3.03,0.0,0.55,11.0
2020-03-20 0:6:00,3.17,0.0,0.0,3.87,0.0,0.7,11.0
2020-03-20 0:7:00,3.83,0.0,0.07,3.87,0.03,0.0,11.0
2020-03-20 0:8:00,1.82,0.0,0.0,2.2,0.0,0.38,11.0
2020-03-20 0:9:00,1.82,0.0,0.0,2.25,0.0,0.43,11.0
2020-03-20 0:10:00,1.87,0.0,0.0,2.32,0.0,0.45,11.0
2020-03-20 0:11:00,1.72,0.0,0.0,2.32,0.0,0.6,11.0
2020-03-20 0:12:00,2.03,0.0,0.03,2.37,0.0,0.31,11.0
2020-03-20 0:13:00,1.73,0.0,0.0,2.2,0.0,0.47,11.0
2020-03-20 0:14:00,1.72,0.0,0.0,2.2,0.0,0.48,11.0
2020-03-20 0:15:00,1.68,0.0,0.03,2.27,0.0,0.56,11.0
2020-03-20 0:16:00,1.8,0.0,0.05,2.23,0.0,0.38,11.0
2020-03-20 0:17:00,1.97,0.0,0.0,2.18,0.0,0.21,11.0
2020-03-20 0:18:00,0.12,0.0,0.0,0.55,0.0,0.43,11.0
2020-03-20 0:19:00,0.12,0.0,0.0,0.63,0.0,0.51,11.0
2020-03-20 0:20:00,0.18,0.0,0.0,0.63,0.0,0.45,11.0
2020-03-20 0:21:00,0.12,0.0,0.0,0.63,0.0,0.51,11.0
2020-03-20 0:22:00,0.08,0.0,0.0,0.63,0.0,0.55,11.0
2020-03-20 0:23:00,0.15,0.0,0.0,0.63,0.0,0.48,11.0
2020-03-20 0:24:00,0.35,0.0,0.0,0.67,0.0,0.32,11.0
2020-03-20 0:25:00,0.1,0.0,0.0,0.77,0.0,0.67,11.0
2020-03-20 0:26:00,0.0,0.07,0.0,0.53,0.0,0.6,11.0
2020-03-20 0:27:00,0.32,0.0,0.0,0.7,0.0,0.38,11.0
2020-03-20 0:28:00,0.07,0.0,0.0,0.7,0.0,0.63,11.0
2020-03-20 0:29:00,0.2,0.0,0.0,0.63,0.0,0.43,11.0
2020-03-20 0:30:00,0.17,0.0,0.0,0.62,0.0,0.45,11.0
2020-03-20 0:31:00,0.15,0.0,0.0,0.63,0.0,0.48,11.0
2020-03-20 0:32:00,0.13,0.0,0.0,0.6,0.0,0.47,11.0
2020-03-20 0:33:00,0.27,0.0,0.0,0.7,0.0,0.43,11.0
2020-03-20 0:34:00,0.15,0.0,0.0,0.72,0.0,0.57,11.0
2020-03-20 0:35:00,0.33,0.0,0.0,0.7,0.0,0.37,11.0
2020-03-20 0:36:00,0.27,0.0,0.0,0.7,0.0,0.43,11.0
2020-03-20 0:37:00,0.25,0.0,0.0,0.72,0.0,0.47,11.0
