date,Discharge(KW),Charge(KW),Production(KW),Consumption(KW),Feed-in(KW),From grid(KW),State of Charge(%)
2020-01-17 0:00:00,0.0,0.01,0.0,0.15,0.0,0.16,0.0
2020-01-17 1:00:00,0.0,2.37,0.0,0.16,0.0,2.53,0.0
2020-01-17 2:00:00,0.0,2.26,0.0,0.15,0.0,2.41,23.0
2020-01-17 3:00:00,0.0,2.5,0.0,0.14,0.0,2.64,44.0
2020-01-17 4:00:00,0.0,0.14,0.0,0.14,0.0,0.29,69.0
2020-01-17 5:00:00,0.0,0.01,0.0,0.11,0.0,0.12,71.0
2020-01-17 6:00:00,0.0,0.01,0.0,0.17,0.0,0.18,71.0
2020-01-17 7:00:00,0.33,0.0,0.0,0.37,0.0,0.04,71.0
2020-01-17 8:00:00,0.41,0.0,0.0,0.45,0.0,0.04,67.0
2020-01-17 9:00:00,0.06,0.0,0.01,0.1,0.0,0.03,62.0
2020-01-17 10:00:00,0.01,0.15,0.18,0.07,0.0,0.02,61.0
2020-01-17 11:00:00,0.13,0.39,0.48,0.25,0.01,0.03,61.0
2020-01-17 12:00:00,0.03,0.04,0.08,0.09,0.0,0.03,65.0
2020-01-17 13:00:00,0.1,0.7,0.76,0.19,0.0,0.03,65.0
2020-01-17 14:00:00,0.0,0.68,0.73,0.08,0.0,0.03,69.0
2020-01-17 15:00:00,0.01,0.16,0.19,0.07,0.0,0.03,74.0
2020-01-17 16:00:00,0.08,0.0,0.0,0.11,0.0,0.03,76.0
2020-01-17 17:00:00,0.83,0.0,0.0,0.87,0.01,0.05,75.0
2020-01-17 18:00:00,0.85,0.0,0.0,0.94,0.01,0.11,66.0
2020-01-17 19:00:00,1.03,0.0,0.0,1.08,0.03,0.08,55.0
2020-01-17 20:00:00,0.5,0.0,0.0,0.52,0.01,0.03,41.0
2020-01-17 21:00:00,0.52,0.0,0.0,0.56,0.01,0.04,34.0
2020-01-17 22:00:00,0.37,0.0,0.0,0.4,0.0,0.03,28.0
2020-01-17 23:00:00,0.69,0.0,0.0,0.72,0.0,0.04,24.0
